graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_10,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_10,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
3-Regular Graph,cauchy,11,0.9302187329478231,0.5719521508263488,0.27573804641125194,0.15687663528156268,-0.3456881056629214,1.6380866704220327,-0.7469688966887281,-0.14932968708380684,-0.008968135136076428,-0.1718179105075785,1.1147912182251078,0.7552518434314012,-0.11468258731662782,-1.77388225417727,-1.166544140977212,1.102265530221526,-1.606282624379738,-1.2618564313315668,-0.8695511819296194,0.5410290585393486,-0.23842410462216457,0.7255604647293228
3-Regular Graph,exponential,11,-0.17488029330959248,-0.10194878703075072,0.08800608217209219,-0.5068610457778472,-0.3941343927893867,1.0388185509603454,0.5404321479475779,-0.505949237718139,-0.98264380161676,0.3397589020153452,-0.7148181494944893,-1.1079104366051928,-2.4311576156964447,1.569452988758795,-3.7713346417313542,-1.8803446759620215,-3.817497662810814,3.815013069575613,0.15083386812994826,0.7144170053201937,1.8233701532961983,-1.1586395259155429
3-Regular Graph,log-normal,11,-0.9605852463469233,1.2762492673482981,-0.6952228449487906,1.9328043541228699,0.794072518246835,0.9107763604090644,0.13605497095558394,-0.3540206872373261,-1.3306376095470784,1.3752947422899038,-0.5927057375396777,0.3073433068796567,2.4939581133574724,-4.484396537629693,1.2156752381849636,0.8651290983920987,-4.440271409002587,0.6491708164847347,-2.823004153205378,-1.9516800692391927,3.6210623001710993,-0.630734405013482
3-Regular Graph,normal,11,0.34891749912539827,-0.849964711693483,-0.15228229608613925,1.2259144312831727,1.5103563569726965,0.5106288134431283,0.2176632865714647,0.3438333950476522,0.5598532211427394,-1.371749084210085,-0.6155800198674124,1.2756770776400148,-1.2166628685261767,-1.8591450537751237,2.2255385616956507,0.9596179964628184,2.5818933139512774,-0.3339524637777693,-0.04573609039520332,3.1595113999972373,0.8509824882966669,2.857282926809319
3-Regular Graph,uniform,11,0.5800922972976248,-0.5524025764539181,1.559403528918559,-0.02249339604767215,-0.05870327904702849,-0.5564722343112143,-0.1666828627949986,0.2015595999366397,0.4875977282040397,0.1770948647411491,-0.1332660981344458,1.224009290981734,1.8893928964643911,-1.267449595306828,-0.5653683133511465,-1.476258144298089,1.8128508828020933,-1.8052667768185362,0.3790046860628976,1.6871455825644666,2.883384403219659,0.4850553908420192
3-Regular Graph,uniform_plus,11,0.3176893200485734,-1.2609384485916821,-0.08689669793554396,-0.0024621381448805824,-0.7493306475904032,1.1467870493474603,-0.09454087970969313,0.4478296449628666,0.38358364926464983,-0.6392254699559177,-1.0545363417776616,1.0510702495317599,0.9294359460251158,-0.24652685808225144,1.948236135934705,1.3544440245411664,-0.4351265779659901,0.299680187849162,-0.9150220265188136,1.4663412424811797,-0.2484799795766463,-1.2957861081492628
4-Regular Graph,cauchy,11,-0.6726698676561057,-0.6248846456773961,0.09169313943896144,0.29202807353892096,0.35812540420648487,0.5793892302568298,-0.5905456512080834,0.8658591782425976,0.9423011814771625,0.4727777913026703,-0.6252082859630251,0.008614319296730651,-0.7083127475031787,2.030349862415979,0.5640295089604332,2.4900269497688785,2.890740229626786,2.985195141020997,2.272488480863439,-1.5874105988611247,-0.25590199136992064,0.40847096478597616
4-Regular Graph,exponential,11,0.9458630065500553,0.47591990396547407,-0.269184967381445,0.9671740073620463,0.3416365325205381,0.23916892539623663,0.07525473115752528,-0.6219767776633691,-0.02839029317698824,1.4175247776373265,0.0995183899981843,1.048446159779123,3.511610820121838,0.19912796646800257,1.610598196710698,1.0243991837117394,2.052735846075551,0.7762548650279882,2.739563504661709,0.5036527000625902,-0.7688894778325591,0.2974946976228894
4-Regular Graph,log-normal,11,1.0569840246954971,-0.46749260378942026,-1.449081800463348,-0.349163388102443,1.3148696119270527,0.15267135995739717,-0.24752231712703995,-1.2430651642294022,-0.576699191085345,1.041469870417095,-0.9314219987709538,-1.3578997059500242,1.816685529834139,-1.6554652568998713,3.3745403122472726,3.1819900423655154,-2.5473421272468375,-0.45664912460039025,0.9043187908019085,-0.27531328247860337,1.5836286260963386,0.09135435746283878
4-Regular Graph,normal,11,-0.42743282961494933,0.44091755961423706,0.05846193578563734,1.3675230094908553,1.2455290404500396,-0.11912868000097919,1.0395779781547831,0.25946018096752477,1.1121177725724072,1.7905239965110948,-0.09904564698948137,0.8157359393485974,0.608761153386475,0.16380342060737846,-0.3218977046124281,0.46467448155030405,-0.7347396538268708,-0.3086601550491457,1.7571599861696159,2.0745814379478222,-0.27458087671077164,-1.833397796780854
4-Regular Graph,uniform,11,-0.1513703193140914,1.0493877557353593,-0.07025925001840036,-0.9391009031056512,-0.43474627224805173,0.5142128658089616,0.0784970241070797,0.2735593310563348,0.31816911267007103,0.6493319126800836,0.39557730018379345,-0.7227711639003616,0.32547085073070803,-2.771765383493685,-0.09031208559505655,1.8751312275314143,-0.4638294649012147,2.6144892421181947,0.18469038118615974,0.41478252819311573,-0.09470252271181717,2.885728223723379
4-Regular Graph,uniform_plus,11,-0.31046566057356756,-0.16017143771497916,0.005401912646622004,-0.3353801656192748,-0.3978500917028001,-0.892197774585604,0.09036319028373922,0.08918416564341311,-0.7887847518341806,0.978610888651404,0.011658330507860123,-0.6954348352917858,-0.6119378548014736,-0.6721348472762654,-1.6117874064020852,-2.1078012899535645,-0.18944716149422924,-0.450239977605591,2.041832841584043,-0.319177470966965,-1.2343530084637455,-0.7484958512631759
Geometric,cauchy,11,-0.6116559951540864,0.1740986019099542,1.193688677190626,-0.3504929965222541,-0.6194618067011414,2.0483378586503576,0.8510041639526893,-0.538382115897233,-0.33926094491714087,-0.4966715543593869,0.9891860115591217,-0.8683336304630406,0.2333093983660241,2.9194880144210087,1.2338913720004694,0.5228865392902138,0.4827360678201315,0.3677339475294574,0.37953514866798,0.15596008648247972,-1.2224609384814198,2.1703981096783087
Geometric,exponential,11,0.9845368250068384,-0.4140178009438495,-1.4597752026542843,-0.35424605110144286,-1.2409379015553723,-0.6564852202751789,-1.4994398310657997,-0.8884005449540956,0.7621327370712209,-0.3826084562138265,-0.12329808418256301,0.8991894846098227,-0.5694574655905346,0.28080554532837926,-0.8933395550260718,0.8101669634966772,-0.5539948235186465,0.8778648147581761,1.270316330972803,-2.013736247467693,-0.046808918823284994,3.2139372388292364
Geometric,log-normal,11,0.9249391115923112,-1.4882202548607526,1.5070493459585692,-0.2265763817424935,-0.07623747520403656,1.2479634404954507,-1.2771592030421313,0.7255950420178464,-1.2870674346422852,1.4474485672175785,-0.09274656408016554,-0.9344321709599394,2.303768251859135,-3.652495461847393,-0.3566024655942717,-0.4630916375467029,-1.4365439314001427,0.5673228281912907,0.31180822548599435,1.6196628544594798,0.1300521676140155,0.13818166783555277
Geometric,normal,11,0.8731034198761174,0.7625862311056532,0.9303497556850071,-0.9009582998862357,-0.6964447714708174,-0.36394436876540287,-0.49682531312147415,0.6967549957576512,0.3439597529278303,0.127071867140598,0.5045139143346236,-0.6697785665500303,0.91396129275194,0.4460777989988617,0.21490346780095343,-0.9040947688780179,1.081240560139719,0.35343352015435675,1.003923156171036,1.1219098634124622,-0.3015972425859221,0.4338758695516826
Geometric,uniform,11,0.07191576265384436,0.671650926533207,0.1661171796721373,0.2748951482209195,-0.9487410641235428,-0.17057728666175015,0.8420535349075047,0.8605975362417131,0.5025606079022996,0.1806394325790605,-1.2175606091747424,0.1720691868550109,-1.871854456951187,-1.8319124078789368,-0.9796864234717011,0.34954470437475693,-0.20623424445979208,-0.30102976789220337,0.604729905508815,-0.2128279099459991,-0.13402370608002467,0.5348520969772792
Geometric,uniform_plus,11,-0.4431713726585662,0.16308000257172406,-0.46984286597583563,0.32693969059576533,0.9917736549018272,0.7145528554138633,-0.3087147294401909,-0.6875531146506559,1.0622247248055534,0.19447540462064555,-1.216660545886302,-0.8541687385503498,-0.8658218970702244,-0.010668911768317094,-1.5189832206103109,0.4993106384339407,1.0315730451340215,-0.24033529559294103,-1.7436079910224853,-0.1883291787732833,1.1949225624340685,1.5373129486768438
Nearly Complete BiPartite,cauchy,11,0.5101332682561697,-0.8364757029356492,0.1924962658301728,0.2626854015266457,-0.16190530941409628,-0.9907160374104486,-0.22140698911489126,0.2577424789512575,0.24338056521042115,-0.15931197642816752,1.6160865181299848,1.0448281106395094,0.7153479674473351,2.3676394087692603,0.7868896055388492,0.8852739098223447,0.6995663391112474,1.4880049993049869,-0.8144850339401594,1.4124867672425274,-0.04374099917913876,0.06545664918960505
Nearly Complete BiPartite,exponential,11,0.797216017311735,-0.39457211461813535,-0.44925418463170774,-0.5481995475881684,-1.1888561396931445,0.18612936579770323,-0.1346398773396968,-0.17393432742304624,-0.07039086278576408,0.36672582581166485,-0.12428853883627763,-1.0699748212143922,0.23803607662937218,-3.7600581075379247,-1.611294017907016,-2.2366894113494875,-0.5122717009866024,-1.668376523399595,0.46012402911115685,1.5858183326433655,-0.40173866287267657,-2.894154894214121
Nearly Complete BiPartite,log-normal,11,0.5916172851355918,0.653085778499726,0.09141369614613576,0.4709908394064375,0.8610410625898594,-1.1728538160354438,0.909798135535516,0.159048208517374,0.13994871046870977,0.10407044581077592,-0.1393752086845629,1.1225164101401026,1.5983862576664567,1.6691565615549984,2.601090225840676,-0.4342411267619158,-1.130072326396281,2.688039021630143,1.0460519559143657,-0.42262565091229676,-1.3636099242906798,0.2857067824906317
Nearly Complete BiPartite,normal,11,0.6057961451177759,1.5875236326525082,0.2439507539479537,0.3469239517510703,0.16964245519043847,0.8992055834905877,-0.6389403195668101,-0.1676661003197843,-0.7771105041937773,0.243363702022517,-0.009619420458702108,0.7685223119479048,-0.05614325070625471,-0.07957874543810833,1.794477444529837,1.887167715372663,-1.7877345916279326,-0.7332435734221374,0.5942343811699,0.6707274242658984,-0.295039511227822,1.9213468117880732
Nearly Complete BiPartite,uniform,11,-0.7369165333731621,-0.12423219188995849,-1.347882907145428,0.615914647188311,1.316479281643531,1.153988509468478,1.4580095191195248,0.8565117470559787,-0.050294657469356574,0.10908430880947004,0.5432444407185075,-0.6453850687277316,-0.967413232615584,0.06779176254574983,-0.7023416176679362,0.9196859148592809,-0.4585985699825539,1.343668213185793,0.8873424432348247,-0.6213872554427242,1.928483804199368,2.2844353194018274
Nearly Complete BiPartite,uniform_plus,11,0.22656950942155785,-1.0244373151514694,1.430819967059183,0.5011060389383936,0.7430683287163835,0.33567434625732545,0.02742914992332142,-0.5675367637838158,0.21511674551836832,-0.521387064969262,-0.2711068119844118,-1.7004270285032073,1.8091925374192455,-0.08181631842056791,1.9861563060528247,0.8300472939578609,0.6294192388804969,0.13116182017211309,-1.3032103882479826,-1.5847656361522953,1.2174885796199615,-0.2124486661412755
Power Law Tree,cauchy,11,0.9614483307093676,-1.0628763629838076,0.34337422165428333,-0.5110583211606148,0.07796087022175589,-0.30245199573588094,-1.6797611389783844,-0.9422052209441778,1.2877786162292804,0.08763832165208339,1.7795490843565092,0.8260812209875346,-1.9322024059470193,-0.11826488891541755,-1.4857125553089943,-1.0256933637910297,1.1156297688462955,0.016336853274880204,-0.5247978520671273,-0.23655018585384566,-1.4916716405292958,-0.09047895370517738
Power Law Tree,exponential,11,0.42141036319451264,-1.0375701937388833,0.25686411674621057,-0.26106116016418307,-0.15263603638796366,-0.8352658142094883,0.1520481950863867,-1.5087490384171462,0.9045227148331668,-0.12964542233587192,1.2742713227141667,0.02111632838016726,-2.17442537192232,-0.3551835677095965,1.6278555943802047,1.4786331553804277,-2.3169438052486377,2.1395056402517136,-2.5847972700171535,1.8807211585069905,-1.0031797136612037,0.3888750842013878
Power Law Tree,log-normal,11,0.12608444199829436,-0.34609072918437433,-0.48749069138033074,-0.3889349517454293,0.00890820369923064,0.7455033748787492,0.24202638665675974,-0.42660540230084243,0.08494997416152847,-0.051949018262368425,0.08041446707805851,1.1653009116752857,1.797320846892936,1.1229202131994895,-2.140730650363867,1.2444635627470517,4.293979905284165,1.4120099110826245,-1.0649553655838713,-1.1912302657309966,-2.8591108871668474,-1.4203170716795233
Power Law Tree,normal,11,0.5220301615270886,-0.2162706733376572,0.541841145358214,-1.1914850676733855,0.9953232775695157,-0.419117562857834,0.026780931164656144,-1.1413309050600173,0.45244141093216345,0.4236215045538641,-0.1540027656801775,1.1447435755006448,2.643165874210078,-0.8254440777009852,-1.3237344137477798,-1.668791357950417,1.5093587142891987,1.062024318610601,0.6130200082492354,-0.8645100602480078,0.9743391331411564,1.0146074562847442
Power Law Tree,uniform,11,1.1859472768528612,-0.35765277217502167,0.3113062157282383,-0.04918291621521231,0.6268023092334627,-0.29267101215347946,-0.12976444896173112,0.9691550398791617,0.5559246427413851,1.0724842659293046,-0.12086147421661847,1.3035472551543932,2.2213960826635217,3.4551682012561047,0.3781166530905897,0.6349150892847407,0.9518868139805109,-0.4693297819919564,1.1068973427741127,-3.304231705436557,-2.1529285688531274,0.8064021125469886
Power Law Tree,uniform_plus,11,-1.2267172687355354,0.8920638406680621,-1.0578327040726732,-1.2271867234346603,-0.7752727526176437,0.499831219606358,0.41436961057388577,0.9437937645639536,-1.3704881530086548,0.6854284826575885,0.2823073165039319,1.5756062460574625,-1.953977501177803,2.8948202340961906,1.2280870718402253,-2.9996257288520383,-0.09936671158929788,-2.4012796859825247,0.37805482571816945,0.8477026180115612,-3.608548332502741,2.444146281267199
Uniform Random,cauchy,11,-0.15514809566985555,-0.5088312373069401,-0.11142809489318421,0.22548113112042611,0.4535924505193995,-0.0540617944523934,-0.49954958053646714,-0.24000646220139915,-0.9109283491518125,-0.8257116260753232,0.7074477778715444,-0.7926588609344675,0.4309985461386766,-0.17644919222771235,1.1929049340627247,-0.3417204692219757,0.00457734364976232,2.075323541903851,-0.3064151147257707,0.2261435733948269,-0.2308552160930533,0.3412518971782109
