graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_10,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_10,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
Uniform Random,exponential,11,-0.24985523760885053,0.08287286798494395,-0.06767388669275498,-1.0610149426366582,-0.5631469338355191,-0.6104468497615161,-0.027917034989189633,1.4074738434558451,-0.3537779959286491,-1.3335874334820486,0.07728098094503234,-0.9365048876636244,0.37109392685619164,0.04435238530746072,0.26405191292773633,-0.26356781025706105,-0.3207208489257235,-0.11437213303764629,1.171378369162123,-2.864622037065942,-0.9178928133778882,2.836750760254735
Uniform Random,log-normal,11,-0.0811706401120745,1.1295194024267325,0.6406094051143494,0.30525015069664124,-0.3058941138276721,-1.4088318192665992,1.3605157058611321,0.04467786897491291,-1.0975291709077428,1.388790677671047,1.4436143585526324,1.568117833523374,-1.8930117308837575,-1.482814812885508,-2.77332834887412,-1.1802719012589784,-0.30290655916496245,-4.264214450861763,-0.06436085249311499,-0.9411741419135613,1.2357479939487275,3.617865421178715
Uniform Random,normal,11,0.2686595023348549,-0.8088938445795949,0.9265209859723934,1.128326238679405,-1.0585963217066734,-0.5280814254602048,0.2679276061034271,1.037006497417383,1.277841033910972,-1.1666177001151563,-0.950776826813042,-0.1223711702504076,-0.3564430532445128,0.046978244330432864,-0.9652758901050659,0.6696678180921192,0.1697119292188346,-0.6781153928371634,-2.075844635516434,0.12358825172476531,0.11894206436241643,0.7683464814738615
Uniform Random,uniform,11,-0.09027285374577203,-0.03046134331234515,1.4761161847887705,0.4598133359533185,-0.5229678118836356,-0.7388942191055783,-0.7292773459242808,-0.11110974184327896,-0.3193294628800102,-0.1899872207811255,1.3630436567783448,-0.8155531730878937,-1.1139415488487152,-3.032655770781199,0.7025049399692976,0.3428469648318328,0.42711927913020487,2.046730168275271,1.2068628057486064,1.4136674629125598,-1.8286547164137639,-1.7991130794043357
Uniform Random,uniform_plus,11,-1.0307429787292537,-0.5023581988034285,-0.08556074683514522,-0.45363391748830784,0.22255253772780093,-0.3668834725171296,0.3643151884964327,0.10445874115214852,-0.07676453474233318,0.09687090598583678,0.5471743166147417,0.7940851915971244,1.3986356199743337,1.6464062307332883,1.4478617054879055,-0.35032318925579786,1.6731998077257166,0.1618876144559931,-1.082481221258558,-0.14316825721153745,2.37179409362648,-0.16299789709979629
Watts-Strogatz small world,cauchy,11,1.1753220404639677,-2.168474566933876,0.87132455785623,0.4114887615676507,0.29255053574309087,0.5335611239304097,0.1836000827054105,-0.7069676695035829,0.39454462535503904,-0.6665002701328692,0.5260857283156208,1.2509982094629724,-0.3092177881794709,-0.4948376627718338,0.48208474593000156,-0.12780738551034362,0.33748020754458186,2.5862527749071873,-0.26661188683989573,-0.2597549770183186,0.3041685839191451,0.14199979759126644
Watts-Strogatz small world,exponential,11,-0.33385679848613214,-0.1889289756308753,0.34313796065662927,2.0612525152947425,-0.08755598045900309,-0.04366930546198103,-0.9981055942186043,-0.4640178164672661,0.14932142882835292,-0.5718975660130321,0.8340998064608287,0.8459996322512229,-0.2055473663209872,1.7265122776866697,-0.5279164232487138,-1.0514872742027628,2.9868009550249908,-2.8900367634729367,0.5585138015954898,1.0380431356072823,0.4651747141658677,-0.7671976116369265
Watts-Strogatz small world,log-normal,11,-0.5828563922119745,-0.3187444993519036,-1.1704849631135958,-0.46262292233284896,-0.6231358029884719,0.5908855622500767,0.2994249582134449,-0.00439758629442745,1.0291487418046406,0.3709917895545354,0.7877911375573912,1.2408633012207808,-1.0752908226240407,0.24760347757962728,0.45380516712063257,-2.6960707220253832,-2.8334500968526317,1.4268531439657854,3.175249598763952,1.0180121964056186,0.9597574774236993,0.38308764623551683
Watts-Strogatz small world,normal,11,0.09030067877769306,1.0451544324705109,1.0348550286886775,-1.403872189976036,1.19158016111254,-0.32802273776817237,-1.0835670396167674,-0.6854553085035295,-1.0640567214042893,1.60959840275206,0.08837030373365366,0.852246328422983,-0.5367768589889707,1.9710755994786227,-1.4637160954710604,-0.018485813335326978,1.0273652919662524,-0.43444081263953727,0.34870928865323847,1.0192582286663139,-0.647497143119652,-1.9561106174243126
Watts-Strogatz small world,uniform,11,0.06633489364479969,0.41249040994592373,1.4496700941303524,1.0995361621199249,0.4445377679566479,0.23471804255550074,0.8800093410158005,0.05121241956647825,0.7974428277010729,-0.09309974541694097,0.8708611512037315,0.889929296942744,1.2742587189342753,0.2720352810997444,-0.5287222459423709,1.640507846732685,0.5804553058909422,0.29745776029027743,-0.13323079613595823,0.2904899079327224,-0.6842048734180906,0.268386910518509
Watts-Strogatz small world,uniform_plus,11,-1.8663465648712778,1.0548839574483668,0.6260698874571686,-0.4750771306397846,1.0643148367691584,0.9469306659213016,-0.3628479348195937,-0.595183462717159,0.6304301587605643,0.1985051597165356,0.47877898211762066,-0.8719276322724329,-0.72256938845594,0.6056584431211106,-0.5962069875165318,0.3963111563344792,1.6092270875651922,-0.19864304017427925,0.05632375109416718,0.6946284157150715,-0.5909630655177985,1.7834435014995624
