graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_10,median_beta_11,median_beta_12,median_beta_13,median_beta_14,median_beta_15,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_10,median_gamma_11,median_gamma_12,median_gamma_13,median_gamma_14,median_gamma_15,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
3-Regular Graph,cauchy,16,0.41071443076398345,-0.49304384410641217,-1.1962702918197938,-0.23790109922067212,-0.15183640607463358,0.21865927413501401,0.5323716530181644,0.015507715658406812,-0.6075767580779574,-0.02921914167305089,0.5622810016399746,0.5951647520684682,-0.11141779486481744,0.47880333177436885,0.29133014912693367,-0.08340435457475381,-0.9249848746005627,-1.1772483070117874,0.020219912060069088,-0.9991685935371412,0.16095843820684788,-0.5151961813592486,-0.4909041633577224,-2.915486725486327,-0.23964568636343642,-1.5708787931852035,2.141083635968826,0.0878160275444394,-1.3962534607652675,0.6394396435179306,0.16483960249591514,0.05178918026425491
3-Regular Graph,exponential,16,0.06780530541600481,0.502287098076576,-0.34912316874948796,-0.36879464427837094,0.47575426790405856,-1.3532906812013468,0.1095026781284247,-0.019507899929397925,0.14618076069725572,0.6394918332276807,0.6394411870902823,-1.3069462793834323,-0.5195152359686022,0.4963300728234082,0.5507354661705445,-0.5458795768474238,1.222249557612137,-0.5086439091781085,-3.3029762017081103,-1.2409156360223361,0.12941556148937006,1.5371247297700579,-0.2004739085824623,-0.05723748658383921,1.7813485006379461,-0.012604087110567666,-2.4297823889810095,0.6841211578184102,-2.4021750829272173,-4.31391246794738,-1.3926796884321808,0.3206054032378116
3-Regular Graph,log-normal,16,-1.5690176227876014,-0.13708220571159904,0.5620092904866133,-0.5075284623879104,0.1218095152039192,-0.14812043945836448,-0.01826149199341203,-0.9804871550262967,0.4057535078098271,-0.47897559521837185,0.4294890604067608,0.1341396951055194,0.8658731135131476,-1.2417462840185307,0.24289863980545445,0.10194476951867101,-1.0576882745475717,-2.435774056661902,-0.516720549075473,0.3355639995410313,0.4345984649100156,-1.940256168830426,1.1940124258100577,3.0022754008946726,1.278079917107251,2.092720904077214,0.7207961892419926,-0.553193935969293,-2.204319012999129,3.5928680400270205,-1.6471582405529281,1.0004863615835837
3-Regular Graph,normal,16,-0.5056117897584811,-0.7420096587625593,0.10841792324601232,-0.8659969030040104,-0.0058275082058887595,-0.027653373137627148,-1.4472738578703837,-0.08684195298703273,-0.5777759351755125,0.3589236006491091,-0.4264459580729175,-1.4163990300743068,-0.27110008410340847,-0.24572684251944524,-0.9304326177260582,-0.07207432400774283,-0.8442483460841198,0.5661950442714586,-1.994098535035309,0.38504005988128637,0.11660548368263135,2.8530473481860987,3.6546149677053785,0.6434583456383959,-0.36327384810386504,0.2922394584480529,-0.6150980408596167,-0.27793233825942915,-0.9606350402663317,-0.46610173342512207,0.5433024572330263,-3.162914716168791
3-Regular Graph,uniform,16,0.6744855078158478,-0.48407544775953426,0.01790962633848381,-0.326098019705397,-0.38513486563976795,-0.44536557034688656,1.409594045277108,0.37850642895070163,-0.5417758297272119,-1.1035474193199715,0.8659459898341637,0.4817411504014158,-0.4055869421308518,-0.8326668939717414,-1.8598075552971283,-0.49083382566193345,0.10056342996319179,-0.1901000349262218,-0.28724127476419203,-0.671343883798081,1.1825681528455236,1.870553095136156,-0.6947204050495667,-0.12297666055475051,-1.243835491532953,2.242002279809093,0.7509968223321932,-1.6134978836321079,2.026142180095052,-0.5812192838241083,0.07355084013562911,0.965899361274219
3-Regular Graph,uniform_plus,16,0.5291289232369928,0.14619930248937102,-0.01661037628832976,-0.04174767532780164,0.19020670010373397,0.22963963754556171,-1.5002749352270475,-0.021738228292706874,0.3086133644670389,-1.0484513384342777,1.0272010405302887,-0.33103740455619124,0.2734569177080265,-0.08772564566904695,0.5220541723316534,0.3903309472883316,-0.979514728516038,1.5648540982501145,0.6450236718630891,1.949653735427166,1.319053861297673,1.6363390845762744,3.4197975648913226,0.9209566168280054,-0.9776285734877214,2.5268869049137797,-0.6727785778288239,-2.8573598282417043,0.5263868385253775,-0.13898525741056816,-0.31980999583604974,-1.5053939931498073
4-Regular Graph,cauchy,16,-1.0184256008736674,0.732182249325363,0.9881072842384655,-0.26784844389626317,0.8245486169178814,-0.7542514893827618,0.13123506500600832,0.2083807000215632,1.350891266377563,-0.4194836057318639,0.8068775170237711,0.21935672868053172,0.31914900450171374,-0.05107487426873879,-0.4088260806029206,0.27200798423138367,-0.41787855477625513,-0.5707854297472365,-1.0620053800404334,-0.6646355939908616,-0.2695792508551502,1.1128718107053737,0.35454001742153657,0.4327712509467552,0.41279172816572945,-0.3027753482108639,-1.0120467963422766,1.4956820114985017,-0.6382812487618152,-0.3601895671230548,0.6271065134013712,-1.459608803597173
4-Regular Graph,exponential,16,-0.5731490476805096,-0.06015015235001433,-1.1337170310549105,0.2962251150343587,-0.06504540298045267,0.07250616747839936,0.9294977007882594,0.07588831129480743,0.8780693480936275,-0.518611679086807,1.1196058005208542,-0.4019839928393162,1.318931358080333,0.6032320007309465,0.3409116181867139,-0.6830343036817689,0.7284388029343535,0.7948910098656133,0.9580375361760771,0.14980832851557904,-0.3205682556628707,3.8785130026870935,-0.08634368967193157,3.684584232512126,0.30601487481834605,-0.6740515826262612,1.3898919846555677,-1.6031214846117143,-0.29557548178644594,-0.0791246083486971,0.32315147182877274,-0.005296730580230543
4-Regular Graph,log-normal,16,0.8623492090483748,-0.6975620651013458,-2.023894034615572,-0.7876181341435928,-0.8830607289944641,-0.17595582820005812,-0.024913230494178207,-0.04895958863392001,1.6445469846590985,-0.4243171135361228,-0.4889078462001592,0.025131113106077897,0.47137227243333785,-0.9138853789437072,0.7380337545060806,-0.18381923124717156,-1.0173758765936116,-1.7502026227699232,0.22825964200002133,-0.4082278429913061,0.9511787939876222,-0.4125852061536555,-4.2729281822845255,3.1876131656464888,2.4071341010688037,0.843401332251088,-0.35224294410150564,-0.822789098517318,-1.2712827369603046,0.7884887483850972,-1.207861064751712,-4.003503533254433
4-Regular Graph,normal,16,-0.5842014897556306,-1.1416639210393915,-1.5951437492067873,-2.0725940973998505,0.8683585249884185,0.06525799083218302,0.810231249328404,0.06513506449205793,-0.5523344538623581,-0.1430667146578461,-0.19208311408095716,0.05338709204286846,0.0006268788354103715,-0.02090855416092843,-0.040992348798748,0.765953602594191,-0.6552658949178758,0.7665471465017223,1.8003072848673607,-0.49284692571604816,-1.0586147794668608,-1.0549589082234065,0.8411736926398417,-0.5139273924174715,0.4767329660199779,0.3322375537462689,0.14105915763057758,-0.2689994095873429,2.0927094003222444,-0.24883818615802636,0.23105932144588173,-0.9448752804612317
4-Regular Graph,uniform,16,0.0744543204146489,0.6701425806706625,-1.3046332444024586,0.03648967089053435,1.4435114890913896,-0.19147985014722027,0.2634998300106426,0.37264973478751534,0.50670916606178,0.03747278576787659,0.7437819408038515,0.7685617247523915,0.7317423416441413,1.0427336034736778,0.7948640563590805,0.40098678326308584,0.8098040385248914,-0.9887195406801772,-1.3297119052792488,1.321063252812631,-0.14392309671136422,1.0209958427731762,0.10532750180324596,2.642207372896414,1.0637376827847842,1.0354912347128682,1.2127743379751519,0.48834374618225374,-0.06910608193687301,0.9966559478818928,-0.3921631740659052,-0.17591444284504215
4-Regular Graph,uniform_plus,16,0.08958537954561027,0.33713019871908917,0.2189665751077922,0.08748603154843412,1.7153899345505392,-0.09025280070650245,-0.23362982847537783,-0.059255066069432635,0.45413162502995563,0.6701194586945227,-0.004834927627389046,0.48404899375654176,-1.2322573867337216,-0.3610603980477556,-0.6067618740609503,-0.5049036925617173,-0.6567943854825598,-0.5391649649196845,0.2302264112913639,2.526458697404796,0.8488563543855554,2.306334124361546,0.7343866989389403,-2.1785378135104647,0.2900419524951464,-1.6783911918726546,0.7759024646953616,0.3194981665643687,0.13721244368416902,-0.4384357481777208,0.4047216427184918,0.06825605854824536
Geometric,cauchy,16,0.4617633986431509,0.4606002339142804,0.5720912951889948,0.8817253714528581,-0.10069637114719567,-0.3010645284003062,-0.22098320835652902,-0.0662858638276138,-0.24293419375202913,0.3097592428371843,0.7244637298331831,0.21796672291867256,0.15918654492782586,0.010617313300787246,-0.2596569263999326,0.5628166711521393,1.1740621251428174,-0.7532747086880477,1.2010010012129415,0.6526166832513247,0.458644589240904,1.6188195463049917,-0.5855863311827006,-2.151310835844746,0.4169185365115864,0.43058406955947703,1.1582835476571425,1.2505375544296122,2.207249943559086,0.2636301175459229,-1.1838051411221653,0.6044178282751002
Geometric,exponential,16,0.19863417058043323,0.10591040565257977,0.3351186172474607,-0.12334249537690924,-0.7110296257950695,0.16321136776103684,-0.07540311612730817,-0.05887848735136861,-0.053603338211202355,0.1902176440922408,-0.059022509945427175,0.23434146259773792,0.0011296895748123931,0.19049538044511227,1.2071176773282761,0.653069659566592,-0.8557076652957549,0.7668499188579506,-0.28525610896512205,2.480533669901191,2.2870095921002,0.15435664175633526,-0.9665526655931234,1.1185840486888234,-0.6663625415949233,2.101319284536609,0.22842086211134102,0.48217217086059483,0.6219722010162284,-0.35577862600204957,0.18083604151037252,0.7516534003153916
Geometric,log-normal,16,0.5303893034765277,-1.0936350676658468,-0.09161920811077626,-1.273909881788746,0.27388245477990675,-0.780208759435681,-0.04723728639326962,0.0018084640397152262,0.6243208052871854,0.1451113713466699,0.24527009056050342,0.2424167957665039,-0.25717135176058775,-0.2554951822966213,-0.45379890921930444,-0.06201528920604408,0.31492633633778755,0.8977583636215131,0.20448503610973082,1.2263004110281708,-0.09390355559419222,0.09667889683228766,0.698931400049986,4.783045420226521,-0.18876761573381132,-0.18633275993058748,-0.42674572753697565,-0.16862973749984436,1.8326912185242252,-0.9870985621580901,-4.416480385951909,-0.9857974441784363
