graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_10,median_beta_11,median_beta_12,median_beta_13,median_beta_14,median_beta_15,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_10,median_gamma_11,median_gamma_12,median_gamma_13,median_gamma_14,median_gamma_15,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
Geometric,normal,16,0.5602732498962796,0.224206628337624,0.9011411577073151,-0.7453338625099888,-1.1944778115724581,-1.162117061277505,0.8763565494661534,0.10392160099439775,0.03338247969171111,0.3724383448227471,-1.0216288458731044,1.5582689443717919,0.2625913398499226,-1.8718187100693626,-0.6743309361170644,-0.29224991953567725,-0.6494765876333444,-1.1359421636273193,0.6942271906004575,0.9496790420064346,-0.515605191757661,1.3927679765798535,-0.17720164616089168,0.18497696311135567,1.0575527794934203,1.3406350154681241,1.5748042552919168,-0.2784654375306858,1.9330838645152963,0.4531369264060367,0.29594984206793107,-0.748816662243279
Geometric,uniform,16,-1.1041700075973753,-0.6855219992624046,0.8301366716662504,0.18120606352080004,1.7545573343236824,-1.034122571192001,0.7672868644710197,1.0002095499944008,0.8147318417953289,0.649523470217211,-0.875064456724818,-0.4210281464748912,-1.1649080023573197,-0.2025901235838208,0.7459701098799094,0.1086041183992936,-0.8100825650646111,0.8959787520959859,0.550158318104714,-1.3790216412557492,-0.33221966372156786,0.6259403249030828,2.538861692567967,-0.1792648028201776,-0.023571715751961167,0.19065048139537688,-0.7460223100013912,0.98128871899358,0.4655420887404713,-0.3150506795082958,0.548579638998181,-0.4087620543464818
Geometric,uniform_plus,16,-0.41054238952862565,-0.7764177015899275,-0.5121780717031038,0.3984231354979709,-0.06568293016835405,1.4260236453627793,0.7677234999710913,0.026206431927946902,-0.27380165513225846,0.9641539693061622,0.3154655046192405,0.48827830355535795,0.8711078414779261,-0.30412357808900986,0.7386250929251549,0.4246709589052929,-0.7662018825942093,-0.5982929702458019,-0.48474126280353586,0.23433902260124853,1.037499376713921,-1.8233161949226877,0.9378980716950264,2.9436025189583734,0.7404014840111949,0.6250043907060291,-0.7211147239532639,-1.7853528241882133,0.8517138764749732,0.31247895288591376,-0.8571217483273998,-1.7062766004274184
Nearly Complete BiPartite,cauchy,16,-0.31015286321715685,0.4843174496279183,1.2830435491614232,0.16119383514867855,0.22061900030226228,-0.06643157809680132,0.06272417438045366,-1.350481348900364,0.7412964232389664,1.00048742787222,-0.958043610815577,0.32213482923055364,0.3148399240366911,0.3296330362666856,-0.1210152514993164,-1.1557599294314942,0.8680981694509388,0.1650342542200491,2.533009916808609,1.0075256161032384,0.27379426970219817,-0.8944257875904731,-0.371928054666312,-2.0705220703672684,-0.678798324106603,0.6117855611829539,0.8729008654592492,0.8158542645367389,0.7927329496995665,0.19248092776052406,0.49402365463564124,1.0201511723709629
Nearly Complete BiPartite,exponential,16,0.08593687843244553,1.581484711296792,0.4070150593379684,-0.15447623242902328,0.11271669562458579,-0.08781697070327575,-0.08917594875674482,1.4879454435402093,-0.6601734324069906,1.0048260422479747,0.312635152869149,-0.48995023127527537,0.2554046076607194,-0.69084040735837,0.6593758713168549,-0.0027969918188842724,1.1298186772997691,1.7641182091929775,-2.4623320763523115,0.3725123993056035,0.580408016686186,-2.484512571727195,-0.2436383207476504,-2.6949911634970003,-0.7614456561181894,-0.6797858103760517,-1.3022618284114449,1.0240231469178025,-2.803292484809352,0.7305786318081943,-3.01292800181442,-0.6798204037554044
Nearly Complete BiPartite,log-normal,16,-0.08988765059827225,-0.13315830660167732,0.30159755191034543,-0.5858367500027126,-0.1290217438697949,-0.2427306430023862,0.06214851832733168,-0.08633511582192188,0.05498685231322394,1.004023795441406,1.143991527607241,-0.5146055013399143,0.18163937776086797,0.05333316816685952,-0.04972542118651907,-0.30153509935771045,1.2609610889030494,-0.8396877038212825,0.134704279725304,0.4811780325493711,-2.161690441340558,-0.1328250771989959,3.403235312268116,2.0084681277805374,-0.12960642087811364,-0.8294207692815653,-0.8565467710373449,-0.6430998854385174,-0.22699225735104595,-0.9254897398908535,1.5976160343829349,0.8247515802238901
Nearly Complete BiPartite,normal,16,-0.3711959840538642,-0.8177745857918757,-0.869588281047605,-0.24855703115680375,-0.44470010844880686,0.13972412361695347,0.3486341995451656,0.1757495084471783,-0.6598653286315772,1.3446773361678235,-1.7146298280593366,-0.7555107669504884,1.4206838175212435,0.6193409239618819,0.08859205088522396,0.5682303271956631,0.6233451487619259,0.5286559274813318,0.445203302337658,-0.1631415652737569,-1.160729490584672,2.8394561372169624,0.7283257302596008,-0.9507082049140965,1.6062800910622776,1.0641479184747014,1.4995338052070255,0.15040759184146135,-1.135049131217512,0.03593776670116722,0.2236986451047027,2.2715834268210378
Nearly Complete BiPartite,uniform,16,0.3081147288226496,0.6142213224895765,0.8597009917778092,-0.2233262576063887,0.5181128369533861,0.11969415398457298,0.05170817400020796,1.404372618859963,-1.2153454485464068,0.4601427285708986,0.0008790401122901748,-0.5310086961597384,0.735182999373486,0.5133076584258038,-0.4662992038474026,0.6009178504888633,0.709490092324037,1.356661286037041,-1.7243709359772037,-2.11536174739056,-1.759011039265488,0.03968672128899307,-2.1560040091053185,0.3247270690809964,0.31574255685504116,-1.7547938450400924,-0.6122746801009527,-1.387308528936998,-1.71996074969516,-0.45628424615536667,1.2286714320469663,1.1420104505918294
Nearly Complete BiPartite,uniform_plus,16,1.50923174230652,0.870524225188468,0.6023631470941722,-0.026210308847750875,0.06207089113757827,0.2459168614855144,0.051087925450745746,-0.1382606625676715,-0.8369935047168636,-0.5963710851820062,-0.3562114367081875,-0.6445889016282694,0.2704139253362989,0.15981172876359276,0.1312876224238961,-0.2904581784086098,0.06717944726383596,-1.0666508658621343,1.5819169965789486,0.6008022178395199,-0.12504171884935697,0.1531273456419533,1.8147613926599795,2.2613721322921188,-0.5265421049510054,0.7558674366642526,1.1675533468373196,0.7143165064822724,-0.6086164542119631,-0.03561388530548807,-0.0750978941596546,-1.4458627090541911
Power Law Tree,cauchy,16,-0.28597416661830755,0.6198912589036202,0.8381896122926124,-0.8989888481554007,0.24611490464009408,0.2366080484276972,-0.1818582208824978,0.10631927370596936,-1.3571727400331528,-0.8364749768142239,-1.0062178244482325,0.38031966688727264,-0.438900448313527,-0.4463760864427923,0.674694138543562,1.4657630678894502,-1.0163849865974117,-1.820211718803882,-1.8514679680750248,0.7410119874112912,-1.0741484136879287,-0.2364506705434923,0.6355552929508258,0.09531265513704595,0.8878447543175428,1.3994436701862936,-1.418002739624425,0.3173243271335514,0.4984741917896621,-1.791942482538593,-2.939045933732525,-0.7924954446102953
Power Law Tree,exponential,16,0.6887153953898391,1.0363571279482962,-0.24489047561860153,-0.7682439100468198,0.27558019569380243,0.7982781372630713,0.8556458711811741,0.08138877213226291,0.06216430951348244,0.160031938369947,-1.098224352926168,-0.594488568589237,-0.11145143918017006,-1.4238956766446385,0.3522207794920532,0.4576100167020781,1.3334949646776983,0.2764816361613673,0.11829460875568916,-0.4594149993993407,-1.9151633085256579,-0.5508426733016053,-0.8239152372063688,1.8165847777842028,-2.816126754140471,0.5984901471151026,0.9120867599302034,-1.3139724468965828,-2.291347770878107,-2.310751817870388,1.1722360469070028,2.3723912146388715
Power Law Tree,log-normal,16,-0.3551737493057107,-0.38396099059282407,-0.10119478189213976,-0.5469070871061973,0.5745234632449306,1.274538268922281,0.5946793911727295,-0.3792747101649054,-0.4356435806789112,-0.10562184148588674,0.6660964822030688,-0.31032186065018214,0.38002294982849044,0.3168472113681775,-0.3679136480807964,-0.5590322983280347,0.08340261538080287,-3.4800920490661214,0.9850880647517841,1.0904263707976887,2.8208514399442453,2.7269429420569837,2.1254891670013003,-1.1231422891339906,3.5708517278576672,2.1771341548222973,2.136351470546555,1.9613008542109953,-4.529024822039643,1.8659702295931944,-0.5311913737764278,0.05421179430057586
Power Law Tree,normal,16,-0.4042318329508337,1.7589444503713922,0.08429547169249543,-0.4979643280669596,0.14359411823918536,-0.4832595635898104,-1.0954679247641836,-1.2094897178675856,-1.1826570094672744,0.2404351321352307,-0.03019358606348651,-0.7234360299558823,-0.9029785741378977,-0.7904073986814892,0.3031411063168416,-0.8827524335666336,0.9273509458194681,0.22340221442286537,1.9703317611200526,-0.7136692466978201,2.346487042167361,1.3862176179326289,-0.058948873078494834,0.2706572614029327,-0.06481691517739081,-0.5313990245396567,-0.6402950552653316,0.9896119154360616,-0.33763107810297255,0.20269675374766938,-2.319481915788194,0.6227012860428488
Power Law Tree,uniform,16,-1.1062477095319956,-0.8753416990341063,1.1561750098081824,1.0322513453696671,-0.3894923808054082,0.15022243085147075,-0.23532376693518592,0.9079079294978164,0.4518548634877385,0.12193931949956988,0.7089086198331847,1.6809813895743808,0.9844011527130788,-0.012556471102241978,0.6869781770139438,0.6770392982154672,0.457006879159091,0.05322762337384013,-2.2837844903830318,-1.1159542009811156,2.1792071574675886,-2.135999750184909,-0.6427989858489404,1.4885214467816876,0.3059066719866402,0.9800927773841013,1.208152102169986,0.6982624758406473,-0.2830531860038175,-0.7837553978928294,-0.45105143362609956,-1.5668726886296622
Power Law Tree,uniform_plus,16,0.5847187020119984,-0.7660882532513384,0.6824151798970757,-0.1185137089370526,-0.5999180318986137,-1.3327892690224723,1.418391117423692,0.7215334717812167,1.0430801197383501,0.04552035276465202,1.4310181851318167,0.36817010186352217,-1.688402025378244,-0.7294627312395823,0.7285979648611223,-0.21800177907817853,1.6364071361821493,2.307365622172015,-1.0878457529153092,1.1766720853912993,0.4784251102182125,-4.148198765317305,2.5139438645802206,-2.2980626111414795,1.6864991877016204,2.928213266468777,-0.6864706628457699,0.41775281320572016,0.2700015187823792,0.49213660295837924,-1.1924030260035794,-1.9071110959712199
Uniform Random,cauchy,16,-0.6866680137446098,-0.4407066974607865,0.20691771770417164,-0.029505003842871743,0.603785706657147,-0.621372193003879,0.05591513986580143,-0.4502369569994955,-1.1189787957505806,-1.2614565371278526,-0.2283143327188609,-1.401688820934631,-0.07157515111567189,-1.0278499558033496,1.4686275733467697,-0.25449009296178937,0.6570709183583094,-0.5784045700790864,0.7627402400641515,1.428632407767284,1.452359942444586,2.013826358300317,0.07752874679976675,-0.6255309029544451,0.4511556225766588,-1.118528208769311,-1.211176737059973,0.13290975140155262,1.6680879765175753,2.2225891360649537,-2.913823244459683,0.035344630384993955
Uniform Random,exponential,16,-0.42282493293166756,-1.3492085841187507,-1.3303668618118147,1.3852239064570542,0.25900147994694867,-0.5745054370777021,0.24436450143301072,-0.07879469812810314,-1.0132393010211431,-0.13244786165712824,0.9312005118230154,0.26518371872643703,-0.6986204021488673,-0.9376111847779094,-0.09892921099485555,-0.37198578543603,-1.1750455812918068,0.6403010416854519,-3.4026621513845523,-2.2028688095751665,-1.0210694831928147,-4.446231934381707,-0.24443542757686826,0.6808286148028004,-0.43843656598649194,-2.3293776921981513,-3.036330351787493,-0.07900016280752185,-2.2926333816079016,0.9337345176620051,-3.136285590558925,-2.211088594757179
Uniform Random,log-normal,16,0.6238372886791477,-0.5063884619465712,0.557883939912305,0.0575713603889343,-0.27258689739678166,-0.3507136800179185,0.09940659721436565,-0.32728466598101896,1.1184029549010626,1.1618849510108666,0.3992362008948584,0.29170182515669596,0.1661825990106206,-0.5882934837750439,0.25873921206620487,0.26654048145109976,1.0391248232081791,1.60937960789969,-0.4056240530838971,-1.9663012031371216,-2.045972796361434,-0.26716105195128004,-3.249305532426765,-4.5256855280668,2.6359063386438795,2.106051822819916,3.0825654751617892,2.024158173931601,1.6178616710376217,3.2596846346527615,3.2529015356038284,4.002314526450322
Uniform Random,normal,16,1.0178263792071343,0.6761685418593381,-0.001001865862899537,-0.8778344792343437,-1.3570261924350644,0.020577433453728238,-1.38026826382369,0.2464696842296778,0.4446695672420772,1.1393060825268884,-0.4504662709865378,-0.35277910110597643,-0.0301419113581333,-0.2602532739443258,-0.3014509734793052,-0.8995120892381244,0.6315332446470209,-0.43746346043037804,0.26010541884918953,-0.3151600997551196,1.7987934237663656,1.8232358976726724,1.5097044483140274,-1.8388135463218995,-0.6901237876593,0.5799974578382415,0.15059904086450696,0.3875650400129533,0.5022085134254368,-2.352505100285348,-1.7714633258648438,-1.832305352224797
Uniform Random,uniform,16,0.2371193888144857,0.4952189620190773,1.6042038572130084,0.24195546638118268,1.2501667080852719,0.8975559367380449,0.08767454924793022,1.4529679862281837,-0.5287178372431053,0.2538422850009027,1.169241090044743,1.0989692461939096,-0.7688571737739941,-1.2065516906786584,-0.9698601869792852,-0.006579057986534937,-0.9259536182143822,0.9273485052430255,1.664726580168081,0.782783928302475,0.3341395850964765,-1.8346371686843732,1.0589446438646577,-2.7114800612808256,1.5986742673181855,0.20455955794016564,-0.3099701665026926,0.4773565204592682,0.2776488283100194,-1.5009042746094787,-0.04916065515244228,-1.6203606981842342
Uniform Random,uniform_plus,16,-0.9594911881258752,-0.3329460283552206,0.04542162969831465,0.9385797050776654,0.9737714272320621,-0.2403200327471446,-0.4603798585731886,0.08649931955685197,0.3429452426734444,-0.1930809643435451,0.3213228539960892,-0.7428840051300818,-0.5028535567940329,-0.522000888761071,-0.7465888211896343,0.23641420044668537,0.9094697597644192,-0.4505699745642651,0.3592608232888431,-0.8076595909908878,1.8012422101805656,-0.20432278455290256,-0.5647269013481444,3.02337187315782,0.6506512030873113,-0.13805126296236747,1.0606418204676626,-0.7835208958370607,-0.23192574674835562,-0.46874751399047,2.009171819675076,2.4898019039840937
Watts-Strogatz small world,cauchy,16,0.029339852359363833,1.4354821669009261,0.07722361051119002,-1.2285504826933842,-0.37836302517141496,0.06263916416737583,-0.1428304960125919,-0.7230517756002407,0.8220682915859614,0.6769941490026093,0.3811082524907715,-0.9975043065574746,0.025819584967970065,-0.4972762609387038,0.0558933466330409,0.6048858011424169,0.5968812372996634,-0.29648062175870876,-2.7155011474542152,-0.06673527348813243,0.19457986220584686,-0.34014087122599795,0.26248256543065157,-0.18239795407225534,-0.3757761928153564,0.2524117400046319,1.0409164762260699,1.0853758712119257,-1.2307322690357583,0.16467176455727617,-0.44349263676164685,-0.30983683317092586
Watts-Strogatz small world,exponential,16,-0.4119198213421987,1.3945628952479656,1.2290273341901732,0.4269591867730149,-0.349224639917557,0.7164454709607397,-0.4152778485808633,-0.046364121767962854,0.3379265865672344,0.11417643013681725,-0.5414928408219439,-0.39657337391432346,0.706165785349901,-1.211614155358323,0.1637693706736224,1.0241570608603952,0.5028119620635398,1.1484363305834198,0.5895038106761603,3.2334454786492888,0.9471227392961112,0.2189217647787604,0.3327853303869115,-1.3122337425312787,-0.38104136231848323,-0.3302964880804585,-1.311793892441601,-1.1085118637428741,0.6913027826681355,0.15814070945431613,2.417805545139256,-0.6381149156796184
Watts-Strogatz small world,log-normal,16,0.620269370057853,-0.576619404233292,-0.6489306765081749,0.3051650331877805,0.3869723846566028,1.6007882261413209,-0.17943652972658447,-1.3384128020095365,-1.2665407515095854,-0.792026644463418,0.3049589030609079,-0.1519734454902764,0.7779642511362809,-0.5577139435845052,0.6376434333614712,-0.12235039718563043,-0.9945111650414482,-1.61211230474318,1.402317972723462,0.03067531248144306,1.1758548218284244,0.07446809817000655,3.6957520842209646,-3.3112946779305856,-0.6037395163420015,1.5552102590162589,-2.955455707003938,-0.9965010951542925,0.9905696578139755,0.21543277768001565,-0.05879090419468448,2.9096908278486615
Watts-Strogatz small world,normal,16,-0.06986962489993777,0.06314556354931176,0.13199320860550137,0.24272782584246863,1.4144795727853097,1.2759235053304903,1.1689665414116734,1.5105096871788322,0.37542921240840554,0.1833655851299832,-0.3925606517457567,-0.627348107383961,0.964163375685359,-0.05677963530512442,-1.1304103836905361,-0.3032547078115968,0.8801844227758628,-1.1954034541036092,-0.45363764500590004,0.1320570319216228,0.03934505994969865,-0.26742082035546794,0.979298055908774,-1.039461023827151,0.4904820985385187,1.3476456202803826,-0.526166492828195,1.3234476416159462,-0.5491440719967845,1.443600032632783,-1.4559104148328306,2.3961781322226114
Watts-Strogatz small world,uniform,16,-0.07835307748414942,0.41924938874320367,-1.1238520437797173,-0.22271430390936067,0.2900288904654318,-1.0212569545939911,-0.10453383130841276,0.05838692463713297,-0.5614458680990135,-0.5455217685228041,-0.3164712332624057,-1.0797923198065351,0.7122498237503223,0.28317463291871764,0.3833015668926081,-0.11957518309867214,-0.7311878523337283,-0.627770115735739,-1.1241304216671022,-0.2256841523603001,0.25225207083103746,0.8792513664154855,1.9586259958902292,-2.549093526469991,1.6432821454840147,-0.8781401476519537,-0.2996107371823431,0.22263296428242926,-1.208771943461777,0.13767210598300997,0.10617849705472744,-2.507739058326258
Watts-Strogatz small world,uniform_plus,16,0.9877515725625976,-0.4617614631493025,0.11792511381846708,-0.47957227230451477,-0.7051530794252742,-0.015023608676913366,-0.9733071628087161,0.8248499541125982,-0.0371010232356412,-0.4069271373014841,-0.40128203524578443,0.3638826427307301,-1.5605554663845898,-0.23699942754663383,-2.043042404641019,-0.2915516606231333,0.5855914640376092,-0.6497911753996906,-1.6602504443824162,-1.121150972971056,-0.19668272190285468,0.36462778195756335,-0.155824992469618,-0.3193653575629552,-0.8173750122942761,-1.613532697512407,0.14298972890885117,0.3734776666840705,-1.7198032102814977,-1.0035977964417189,-0.9142084132602339,-0.3665629591521067
