graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_10,median_beta_11,median_beta_12,median_beta_13,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_10,median_gamma_11,median_gamma_12,median_gamma_13,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
4-Regular Graph,uniform,14,0.04822914341636923,-0.2761767918195527,-0.13757953494391686,-1.006232140930346,-0.4114494580569429,-0.11616318333576824,-0.5587341736456448,0.16918971651984777,-0.5818040360533082,-0.8194001713175909,-0.32239237487646827,-1.1114821794963288,1.2503720262328217,-0.2897808841720255,-0.6172516767427191,-0.6114245809231753,-2.1888791071133884,-1.9957915413300107,-3.0395192124012245,0.1572022588852197,0.3930745816332255,-0.5977414151790357,0.9831276099345579,0.6368726155950517,0.5285494238321816,-0.5662298362826141,-0.7435647646925202,-2.0754426850541936
4-Regular Graph,uniform_plus,14,-0.46682329393587174,-0.4375788281438356,1.1714701469578626,-0.7974513369975105,-0.4804098757026061,0.06751313799262118,0.48904675178864926,0.36048470164403007,0.3665811974538435,-0.0027313765753579147,0.4883290521073303,-0.20178528735990625,-0.34798182677931977,-1.1476406152364897,0.13449256973750992,0.20828625865377434,0.09596482899218428,-2.326257711812818,1.188610010239843,-0.8661684437098729,1.684732418718605,0.46956861906504477,0.7240118814083929,-0.45529670845459397,-0.3508311260546947,-0.43869216698414515,-0.9121157901805397,-0.5148639994346692
Geometric,cauchy,14,-0.343031260591542,1.6290739421907736,0.12578120091364042,0.07886307593924648,-0.39887436595676123,0.4368966918414454,0.32378272010325104,-0.13202371374652444,-0.9529724711270826,0.3442463703804829,0.5346368338229954,-0.1722222351653263,-0.9037479905116083,-0.04587958244822113,-0.7140797754685496,0.8083272080508828,1.1131383021063785,-0.6850896908023304,-0.45836734819545155,0.6710112184014674,1.1386486513997593,-0.6069631670035865,1.451138448134033,-0.11767989553331704,1.350703750562501,0.5967313550718453,0.5523013293473344,2.3974505123747964
Geometric,exponential,14,-0.5277143823063201,0.9701878793269147,0.1307016356136724,-0.09591879046515209,-0.8527912758697317,-0.9257305025794274,0.1308263971286657,0.3508599679711364,-0.38964870491245945,0.10175255436518586,0.3881018843725862,0.28131331074681637,-0.8563244292147811,0.7985929518613266,-0.8001514241077714,-1.4906413111629662,2.6303814327194175,-2.5249455902206486,-0.3710309288515325,-0.45579961194718516,-1.8930256992433048,2.1385913210597236,-0.5684603054290082,0.4978147168529424,1.4365074881836806,-0.2059403403993024,0.4215864399317654,-3.1823827388315746
Geometric,log-normal,14,0.3557489057115259,-0.48143949175576234,0.01704546867279316,0.3282934156349877,-0.774555103390113,-0.19355629157487567,-0.37494956692623804,1.2182288333367242,0.287663406548699,0.16842556523195326,0.257206552108412,0.0001689838880853759,0.4375783961285673,0.05350598926020305,-1.3580967448653154,0.9179717262042048,1.8142133111873706,-0.5329484500731969,0.6855921303186591,-4.723473891875092,-3.0352501176931117,-3.5124536409493503,-0.032795837997237565,0.5672265724466673,2.27325389934381,-1.9160141449902306,-0.6380376283313969,-1.5466883263823101
Geometric,normal,14,0.10997613766606405,0.3577186202361819,-0.7953395507689769,0.2674816891417833,0.0795099689130131,-0.5773982093937292,0.45648976510275413,-0.08870160638416015,-1.532889846740815,-0.07693215724187204,0.8599482646577639,-0.49933330501121537,0.42312286455219145,-0.91495701179385,0.37070394018974345,-1.5981619033776169,-0.126625230379683,0.6075176965905567,1.1333912301541493,-1.8367314371487822,-1.3644967519479714,0.2405814385254353,-1.3949136843809429,-0.07958202803965517,0.1731083813375405,-0.926561431143204,-0.4004271609003938,1.938284822310634
Geometric,uniform,14,0.7866790721061265,0.5264121248328433,-0.7301962755038169,-0.17052351421292394,1.0850213725782663,-0.00842844559842306,-0.2057632635174856,-0.5907341698136293,-0.0913206380882105,0.5087011309853717,-0.9743540317590637,0.08083625903271872,-0.26726468811366483,-0.1676389044821149,-0.7070056120459094,0.6721339896914439,-0.283017231400372,0.4534131456098219,-0.36220415571224573,-0.1502774531287516,-0.897899027293213,-0.05683912939007443,-1.5555065856021977,-1.4648487102055223,0.7170470386093319,0.23718058426977034,1.194857910198139,0.3109757714684195
Geometric,uniform_plus,14,-0.3226090502983311,-0.07130947860193886,0.24075644254299974,-1.198383321950267,0.13627189553913482,-0.3691735176085153,1.108210561297706,1.1494801113357753,0.3253054708480121,0.016513106453249472,-0.032737137440767006,0.8429144715913682,0.34228776876877964,1.0295710839354413,-0.7911084401670504,0.43295161885002226,2.1661622768773032,-1.9994975932380046,2.1272006691436998,-0.07989695294853792,1.4044587939139037,-0.21103109250873617,-0.15285821909758546,-0.3063519468364028,0.08070121105388652,-0.1781386641856762,-0.5103590735527135,1.6397389878190836
Nearly Complete BiPartite,cauchy,14,1.1442410596229986,1.5862257676717966,1.131971818126865,0.5093717766161296,-1.4761520332000424,-0.07931692523757103,-0.15311714633872592,1.423018797535023,-0.8156414653765338,0.17970643617253967,0.1519814807022391,-0.25967899845441855,-0.3638451965912944,-0.047970173115245845,-0.39433190426680187,0.585436045210829,0.05993285593652986,-1.4368208318543318,-0.6305276704147541,-1.4539190838042382,0.5007944314426381,-0.6063949767509006,0.7706743960899473,-0.34970933750018535,0.310077776989072,-0.06279065787004699,0.10123313899695566,-0.9854796214934531
Nearly Complete BiPartite,exponential,14,0.09303439930188516,-0.4910355587488787,0.060983799501898556,0.5693237168005247,-1.6390834704189552,-0.06576663545310789,1.1420090619481953,-0.023387904839274446,-0.12089578482571431,-0.8346233325192506,-1.5589279198703365,0.1579415414712105,0.23251609040869883,-0.09807900688372483,1.6318288066196647,-1.4316005609199984,-1.2456864114529742,1.9928827984224706,2.9282316435127576,2.697328898604349,1.0820679925664518,-1.4825651871335201,0.006565208486544279,1.0754615924021398,-0.3454268648161712,0.48941033629549235,0.19546963233745573,1.1325178321032685
Nearly Complete BiPartite,log-normal,14,-0.06739089944021036,0.5913143872042047,-0.18577571935542372,-0.11135407514805183,0.08187157277827463,-0.66275281778205,0.4594969640812495,-1.1756242175307725,0.4755944925985024,0.2881591507207227,-0.4574801198380747,0.874873329865136,0.496057391555752,-0.2655423194508018,0.8315335832203393,1.3823298793866279,-1.7765454175046715,0.03470614824546803,1.2775459043700907,-1.5886589086326308,0.41053309941597466,1.707428088788548,1.5354601626523234,0.7144606447419634,1.781719710835709,0.4414406051126515,-0.2836979808193528,-1.3796130316224917
Nearly Complete BiPartite,normal,14,-0.021727548404020303,-1.0457041698167326,0.9511214797975951,-0.09663275974902782,0.6422854764987801,0.03605100322605932,0.5511325646859146,-0.5366797488615059,-0.31890318203700657,0.2746829419609026,0.37842889547205727,0.8430921676962556,-0.9027634721605627,0.41151006393511286,-0.07449069502533548,-0.5289258334547058,1.6459506985629557,0.0013805321765253953,0.13777857223514783,-1.7911929905952402,0.3447001997972105,-0.6711486190847114,-1.14160199187501,-1.1414491590777496,-0.08568502771287406,-0.0398602494117592,1.2006846476012225,0.3926229723672116
Nearly Complete BiPartite,uniform,14,0.9710719995497151,1.0980038211152925,-0.703508424366196,0.22850793329690663,-0.05743182467893336,0.06926311314703848,0.2571701795575432,1.0326791783444484,-0.4395053214201911,-0.007489535207996374,-0.795670846277323,0.5037981603289412,0.10374038295753067,-0.5128215798531606,0.7110683250420801,-1.42422122846935,-1.9012500072387613,-0.3266048978867906,-1.2884790250117688,0.14503306391817772,0.4943923342024897,0.2956289374132305,-0.45408149981530505,-1.5297379040227876,-1.4431099786304338,0.9161192766318562,1.8469875145813155,0.3306966507150505
Nearly Complete BiPartite,uniform_plus,14,0.07501181790107257,-0.05358369638426725,-0.3137827380893822,-1.0742948892287363,1.271458304751026,-1.6789284133540732,0.20335472830781107,-0.004679723489911779,0.9958281680466667,-0.2802233695734627,0.013140517901169844,-1.1938415942950162,0.4236525658420923,-0.7215482021751582,-1.0430461358212932,0.5000878861262077,0.883707921121088,2.383468765081319,-0.031376442765407464,0.494947793153391,-0.13381014480961906,-0.651373090174734,0.3383287152774604,-0.25612234716433263,-1.2033846430043869,-0.04890219165643548,1.2029374311454903,-0.16719713816387188
Power Law Tree,cauchy,14,-0.14700726000384162,-1.0615784416403387,1.197769271282987,0.17609517033702704,0.9256923117389231,-0.1340156064005551,-1.007566166080104,0.41937129486280994,0.08817924319392438,0.7298761963487114,0.7391396425798751,0.709279332701752,0.502420442467543,1.1849594710327322,-0.51992759659028,-1.1564020602799099,0.6129040371690095,-3.4628557076669657,0.9131691302151135,1.2651101863501428,1.1436466086314796,1.477575990487193,-1.859686149905292,-0.516072469695892,-0.13308121798026093,1.0447597766075254,1.9178462307530153,-0.24730809862720038
Power Law Tree,exponential,14,-0.7571365339930829,0.40003542991133595,1.0337042369674259,0.1978091385948379,-0.1258672285776347,-0.13517226223314882,0.6201188915861768,-0.7102293239681631,-0.564276332911966,0.8856913075326737,0.029558984587913697,-0.3171296212093356,0.6756207209531142,0.5356234819868596,2.0320287028295825,2.9912363697445294,2.104580355663133,0.27301737173987733,-3.4427175613037306,3.523717854373269,-0.28719715084243874,-1.0528694971168526,-3.7279402105815826,-2.0933290916364022,0.9604135468869988,-2.8533452129723247,-3.0838449022843855,0.5832193173641577
Power Law Tree,log-normal,14,0.6061092222508618,0.13611976310727875,-0.21318130464855237,0.40356725160361023,-0.21397855612244412,-0.2884484708599085,-0.1899997771408922,0.5726189056645623,-0.4661021838370697,-0.21718233221428038,-0.3587056996011115,0.8543747626525996,-0.5119846293936418,-0.5156445343453083,-0.9047045581725698,2.973167999268218,-1.8654669819760181,-1.8185638037377514,-0.7025869473973296,0.05498274904736977,-1.2266437588217276,1.9852311536206995,-1.7719903065011553,2.38896825856682,-3.246504619053963,-3.625170082999998,-1.8938744282072253,-1.8236382587374198
Power Law Tree,normal,14,0.5341193751470742,-0.9586832537964346,-0.1751633381259363,1.438205838765416,0.09635832935516093,-0.07585686741879573,1.1221304906282257,-0.42300408552357477,-0.49620372413485336,0.3053468902182474,0.4780875504251858,-0.34207191459450903,0.10213153837602787,0.6082596853561225,-1.5228152271922661,0.042003019379975776,-0.9743297996792342,-0.013961744834531487,-3.2264580333600117,-0.7945894319581197,0.9712902207172976,1.68752691668563,-2.9377058704544963,-0.5806770881366367,-2.122083222044835,-0.5186959608040204,1.3749934416253076,-2.1043444939694735
Power Law Tree,uniform,14,1.1642875609986487,0.972692797536246,0.07745038866133441,-0.3959954721229395,1.036753388372379,1.3496633061633032,0.43522530803263715,-0.2302978526651332,-0.679526525137549,-0.6065552963767474,-0.18195104288040162,-0.16341103221501183,0.9691066784292598,0.9585207840439812,-0.9638255156290607,0.33513538445786256,-1.3915751262990317,2.467881430043481,-2.1983636717049126,0.2568370492974782,-0.7551643682580484,-1.3088846699322105,2.140488844980246,-0.4651585503706798,1.677933323861652,1.8379249368336659,1.7940614977890177,-1.720223616633623
Power Law Tree,uniform_plus,14,-0.7470275289077076,-0.41321855756554954,-0.6720956305940904,1.0690713138650718,0.3840845364429837,-0.026374495069988763,-0.672395368889446,0.7993335404790037,0.29736082341895786,0.43384480693751853,0.8861929238856963,0.6256567654639714,-0.754834029688755,1.3730103831085563,-1.8668579172529896,2.3143791573704906,0.17192339988747662,0.6679894853216464,1.7124789583954882,1.8491876982396387,-3.1881896404409256,-1.6510688065132022,-1.3601979464852734,1.5645765835183632,1.3182229620386194,-0.9890929023486223,-1.9738250399576112,0.8063530550610795
Uniform Random,cauchy,14,-0.5700486585007212,-0.9998026508478707,1.087590072056248,0.6962367992854124,0.15776096708228968,0.15909464145239988,-0.40028701505032127,0.01136041509067363,-0.31200745139259195,0.7658270396425494,0.7264038394237405,-1.4205660585557538,-0.6859760283656712,0.922108048220585,-1.2077227107532125,-0.5429687774468404,-0.007361951183314239,-0.11465529322075142,0.30670221110963586,0.6276983950784345,-2.632633387605676,0.5963085182757493,-0.10302229724822062,2.068556346674418,-0.4355370775331692,-0.38100734520086255,0.576579806911805,-0.3405912819212291
Uniform Random,exponential,14,-0.5503734992920677,-0.36414475515607375,-0.5478832734657859,-0.6096127373322588,-0.5428409606485018,0.11464880792493022,0.1707495568876517,-0.29077094444195334,-1.141490775230703,-1.2329228188004737,0.6500084955809783,0.4254334891891941,0.8628889388883845,0.11546569011877712,1.6378220436052395,-0.5018529573200732,1.6469843684785497,-0.3481318320624508,0.2744554415349861,-4.466847440166999,0.73856331395632,-1.1552373164176835,-0.7281690237110108,0.9384217031751809,1.1600112084445213,-0.2766489761606415,0.7478508684906573,2.7056997359308808
Uniform Random,log-normal,14,-0.058466216893262785,-0.4064752439592337,0.9465033086510865,0.1265910451369411,0.6235348847324302,0.07602516744655137,0.29284913665114526,-0.06074597965834856,0.7677688005490232,0.2854841322800987,0.08108980159980488,-1.7550479848212837,1.1147411794736626,1.1817021558486822,1.636596347006263,-0.6126143363961372,-0.2174293563308896,-1.1352789647556205,-1.039297816798118,-1.4948257346631968,-2.725305343061884,-2.4589160473607876,1.139178221998348,-0.5057513897459943,0.5217669481027356,1.2778514242816978,-0.9890087875671397,-3.042718535171571
Uniform Random,normal,14,-1.0809127493035915,0.5045177358448644,-0.24331187522445333,0.21001378181445648,0.07320549883293953,-0.09206873011301304,-0.017491516829623122,-0.8877923521767773,0.8434355400347142,2.094113994438597,-0.21039968539163456,-0.5522289356390735,-0.11858484008876066,-0.9396086958255967,0.9376458171018451,0.40075120973524014,2.160501020575152,0.580515058223763,0.51966853764239,6.703668709136609e-05,0.9230327365363262,-0.3641726754685137,0.36382826944644925,0.6316416213234577,1.8680679242712093,0.900173680101627,0.7683769834434382,2.4432165908425745
Uniform Random,uniform,14,-0.16907293712508997,1.0905901160712557,-0.05822910507548584,0.21058120512978368,-0.8076137164533967,0.06649756415819488,-1.3876155475414684,1.2700538525455476,0.3643258943692513,-1.4343567552182042,0.8172239919383849,-0.05793216884247278,0.9930476331378997,-0.7647734099094551,0.8033364983648213,-0.7948177608150716,-0.3241225976761793,-0.2782189860972952,-0.05085681493192524,-1.677357741546923,1.4847793712324175,0.07806575851065051,1.9503603540412884,0.6786303864275641,-0.7089572521703856,-1.2491644471094685,-1.6401304657630065,0.6601125670735438
Uniform Random,uniform_plus,14,0.6795679452232499,0.10378041287467447,0.01743838453391232,-0.3187813280750653,1.4583304730176887,-0.05648046138874194,0.39893073165153353,0.20539514352449348,1.0309588325745218,-0.18071669005477295,0.34420641842294436,-0.0683448205265799,0.0684711881328839,-1.3403610004327,0.9143290913422764,-0.7822764938756043,3.5272902406538273,-0.2723850132549222,-1.4386821678474837,-0.36058713114852764,0.3934787779888893,-0.44396119716215976,0.5118586762242899,-0.45009024334958814,0.3873520269128969,-0.25119464123928037,-0.09928392516900655,1.3686547474482829
Watts-Strogatz small world,cauchy,14,0.2051594731978674,0.4074860921007684,-1.4606495786049176,-1.026645041860874,0.4125819729823458,-1.5326051166772419,0.5203644429515493,-0.8179837287823817,-0.3042989651781003,-0.35785961612228,-0.32742455986005276,0.2742497614458048,-0.39837042148405993,-0.1496605979888967,0.49834819758406135,-0.37043209395769827,-0.9268273057107445,1.747664777339105,-1.2968938049287586,1.0354666533278405,-0.29021982590688544,1.2911647752172837,-0.0816911122914826,1.1445258533420464,-0.19304993601150702,0.3137879423315062,0.25538099021287425,-1.4315110418002512
Watts-Strogatz small world,exponential,14,-0.9985964233297706,0.23466538095350217,-1.4343880482661664,-0.2765232573584272,0.03532867021056682,1.1574558227668805,-1.774729884447733,0.5467867953000323,-0.08068635096383664,1.5347975817795265,1.5072444771583777,-0.5887360600309489,-0.5279687016043251,0.30110841244498165,1.2910294876166202,-0.3390810721643675,1.9729144135549521,1.0712285884711321,4.190487315274663,0.4717320691496812,-1.7388861649727454,0.07693897013856829,-1.2763936251028176,0.22217579110323699,2.3326645321304738,1.1600574536344919,-1.9599741948573945,1.6483945381741378
Watts-Strogatz small world,log-normal,14,-0.5648112696891101,0.9774634999878666,-0.6931345924569142,0.17416354030271414,-0.7344957138676563,0.831272440689649,-0.7875270015246962,-0.8224275873617941,0.22928352019815695,0.37756302288316335,0.07600535880575489,-0.6683500954760774,-0.12812946835155373,0.02844932063366848,-1.5187990311417376,1.4679302609188594,-0.9998107677784918,-0.17383241579323905,2.532756057418101,3.991766110723267,1.6869856120852853,1.1610486576962875,-2.395253504739202,1.081733931169379,-2.248812754866965,-1.0926733606822467,-2.732949300621602,2.321612933285136
Watts-Strogatz small world,normal,14,-1.1197050931306056,-0.9350951635709663,-1.6723341544085162,0.045517325903650534,0.09329884799049826,-0.05181149175027845,-0.5644232116294774,0.8180601263939457,0.3802307290254653,-0.3171895894353069,-0.16500330162727977,-0.2693754372269783,0.030502746547750825,0.21044856554677693,0.664508020512697,-0.26693576897937143,-0.4516032093118741,-0.48068706648747933,1.0801116365247982,-1.6581012249988554,-0.2135943449596911,-0.4736227225169981,-1.559179674584691,1.6437401675900662,0.6346184005851397,-1.237119353980887,0.031684615459328436,-0.39660793115900544
Watts-Strogatz small world,uniform,14,0.385321058508552,-0.9887592622568879,-0.20207712482438242,0.0232173598923144,-0.10240162267539199,-0.06756948757239704,0.2126253277822348,0.176483247636259,-0.04237864697863746,-0.3131802874504117,-0.954661716776838,0.2810859080053773,0.7720552374580563,0.13140738790449916,0.585125552197312,1.303172105353439,-1.9548422098222185,-1.3353566350893642,-3.362306161269626,1.7248842799957282,-0.5745121057286504,0.4853071188339507,-0.52639056771203,1.6044433807559684,-0.0037685364354806865,0.8556419478140284,-1.960257854681173,0.1405725935338491
Watts-Strogatz small world,uniform_plus,14,-0.4424434590583285,0.7167118375139732,-0.27120980669232764,-0.9719609536150315,-0.6103499779061303,1.225561180614792,0.5213778572005031,-0.5445697477938365,-0.07794772276689954,-0.4553728416352639,0.894421177833657,-1.728805228770585,-0.14747406214103456,-1.2549568483060138,-0.8913081010739419,-1.0012849676082753,0.45683006431024226,-0.9594108829197986,1.5009398455559595,0.6787395296688236,-0.068189893654125,0.5408412508235694,-0.18047421641888634,0.008035521256178124,2.8243629725372426,-0.4598054136372882,0.4403118324591361,2.1013564426120777
