graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_10,median_beta_11,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_10,median_gamma_11,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
4-Regular Graph,uniform,12,1.4528527052282214,-0.4730404256197791,-0.4502689845302766,0.8211208358702238,-0.35552735134628977,0.3246916916468762,0.35837634516392874,-0.5173302039567911,-0.388409261701813,0.26231524798397043,-0.40431559401300965,1.3182557931352752,0.7454983373451474,-0.613680852454293,0.12822794717310365,-3.292741774616016,-0.7777244249688537,-0.9064964373703406,1.222880278181818,2.309544962293478,-2.333571454026032,2.0286810573469487,-2.551777153630133,-0.20517652054253963
4-Regular Graph,uniform_plus,12,-0.7221549647401281,-1.3137982581495309,-1.264817743441061,-0.6176509685648806,0.510220457203866,-0.19127675589297294,0.0986029041448883,-1.072364354168975,-0.30055047597076934,-0.0035218638015369966,-0.08309027244130181,-1.1174643881730113,-0.8687798301061803,-1.0735751137124996,-0.8611352158632141,0.06651345395605048,-0.11683095394349063,1.2881673879911664,0.47232210295568094,-0.1603874194819428,-0.3217133796598658,0.09978268738763818,0.7699044007594976,-0.9866998568285068
Geometric,cauchy,12,-0.6582204160631758,-0.38001605619611134,0.16175091806124114,0.16573711684251782,0.8556335488785589,-0.2657411896136863,-0.9798643734819561,1.579973970946142,1.683224649335959,-1.3490698219938713,-0.6861532732565966,-1.353233285476402,-0.6378053900798687,-1.7304418006808924,-1.2936193073094582,0.037711512681383175,-0.7742531155173401,0.6047642803901654,1.5513641756938417,-0.418514918221128,0.33035884349130445,-0.356992916540864,-0.6014804077768512,0.7213296772301503
Geometric,exponential,12,0.9485501243247039,-0.5566537816280548,0.4492640551904951,0.10134089423737208,-0.3841551935293004,0.6263570172301892,-1.2297126932699336,-0.45656428847795943,-0.9867495534082528,-0.4999557748549706,0.21607573007343114,0.3360940665860986,0.873093246674067,-2.0262657739674963,-0.2927947602792757,-2.2902287831018517,-2.360580059413819,-1.9762717652787372,0.41456886763427636,-0.4891511223007361,0.5200429684539125,1.798412791869296,2.1138886330284223,1.425634681104962
Geometric,log-normal,12,0.7954220484678225,0.26513143831670605,1.7232240180700664,-0.07292435337232706,-0.44790226179608705,-0.6015755615792104,-1.5657398318526996,-1.4112453893263035,0.733494046815309,0.36476481216542467,0.25168873250605844,1.0980126657895088,-1.3465677000322258,-2.4019182934620913,0.08279534870108601,3.7858702251338503,-2.9603564028407883,0.5419381099471402,-0.42827296804052606,0.1983209624305007,1.566027151796123,2.2406580401275145,-0.7918945526936595,1.4025638495860937
Geometric,normal,12,-0.27950739778535444,0.23830567239378633,-0.5741956759424374,-1.1437389826153244,0.48197262774861843,-0.8326963302595245,0.1997214660904444,-0.06426620848995991,0.15144058029220586,0.18968554457956546,1.0265882146634346,0.31414079600054073,-0.9235466460782782,1.2746230133577712,-0.5902091935424781,0.24978788467676866,0.6458374619439113,0.22999928710191064,-1.6946504669185027,0.6018430691090714,-1.89625252397832,0.5370019825048808,0.28243941636929437,1.6758547969492457
Geometric,uniform,12,-1.072701492330129,-0.7488970058803173,0.21516893755241795,-0.6759942909000347,-0.3814025804911806,-0.7768445428895461,0.5709051259366338,0.6729473441748455,-0.27793600438310107,0.09071054361941223,1.1806951192787363,-0.47487757807693676,-0.8040859773155423,1.5659364024167086,0.07014016060692993,1.1775946359640526,-0.5980121920299555,0.7002901788235466,0.25439023131840643,-0.9580503363524501,1.1029581813585199,-0.3529491096107779,0.9192510528293023,-0.37997706968852235
Geometric,uniform_plus,12,0.42973941751039657,0.4123852594456157,0.6412050274094343,0.8866261278134099,-0.24160040674831046,0.0707371517908438,0.5518924851449968,0.6728022440479412,-0.9362587995770517,0.06622961408721828,0.6994328545648216,-0.1727047377356872,-1.0388127647701106,1.2416021802073762,-1.7170386780467903,-0.47653378556693893,-1.2987994682818358,0.15821726825638874,-0.4671209368708483,0.2931678873365088,-1.7514183561848706,0.631419264263646,0.6953554587564528,-1.5168578034093305
Nearly Complete BiPartite,cauchy,12,0.0841175762359398,-0.9558429580766985,-0.17463251503790367,0.4162456039343853,-0.04614943329384904,0.4001256224210743,0.3134588756729763,-0.7438846173428809,-0.23494815815047132,0.6969854812319053,-0.10627718104932102,0.5488187495490696,0.40396622173466434,1.0721790307929235,0.4626757892411944,-1.3908560044687008,0.6456425357989438,0.3220072031942869,-1.2178316484905882,-1.268562494976825,-0.7578497801652004,-1.211711079425448,0.2557284117561569,-1.3603379981564414
Nearly Complete BiPartite,exponential,12,-1.2136180493825595,0.8614714628927951,0.0994383821374486,0.042714923228024726,-1.5108547431413408,-0.02672280869801845,-0.43601446033039426,-0.9859989464186035,-0.009997757311537965,0.3998373383638207,-0.1584470599301959,-0.1262806948792651,1.0790122085881637,0.6760603840429562,-2.70805949834215,-0.07431988287876716,2.2645586200630734,-2.7411711823399356,-3.2698390381838505,-3.0738325267386206,3.482540871287202,-1.02964008409732,-2.9420001512670644,0.3219478946244852
Nearly Complete BiPartite,log-normal,12,-1.0987276533753862,0.46383075519644346,-0.076153502898554,0.0702075478571778,0.6732904978401588,0.41616621397694675,0.16317500007069832,0.06224425950658195,0.31952925608138827,-1.258182953189818,1.2635473664117325,0.2173170210448662,1.0213185979422952,2.0248784164843108,-2.7178900786677906,0.07956453203330253,3.5942906573822704,1.1689305996524748,2.8046494511036615,2.1185860573027515,3.9263863946551667,-0.19611220710316463,0.23672996095645427,4.366905741433014
Nearly Complete BiPartite,normal,12,-0.14328215391389817,0.7361443754066183,0.16630613324649943,1.4748408195480476,-0.057674988407506504,0.36684368675891865,0.8632216695771016,-0.7390916896253324,-0.20274277375065106,1.1692382348127943,1.3968673816172457,-0.9757299277635817,-0.6900750305176977,-1.5157574399174425,0.10511086036914628,0.10461496123452568,1.3236415014425125,-1.8495033896386395,0.4640790413365868,0.2959409551974358,-0.26072134175191386,0.4730881400242301,-0.616652892050918,0.34759977591867014
Nearly Complete BiPartite,uniform,12,-0.8013900373208998,0.27721840335266157,0.04035140124790009,0.38615023302983864,-1.4315534633840559,-0.4467702521348019,-1.1811861219455735,0.21383962636917447,0.7889636140945067,0.6500052080421758,1.522910914366081,0.7226862826067817,0.421068059657544,-1.4118771702148178,0.7865485513925402,-0.03465640605859683,-1.7016427961782443,1.4138883760103842,0.042305741512673634,-0.2026895182602392,-0.5797045007394825,-0.5716729423896821,0.2486419526003891,2.316431907980678
Nearly Complete BiPartite,uniform_plus,12,0.15868180324923323,-0.4724176565075131,-1.615482131565678,0.08112066737804927,0.9990978683424775,-0.7985536800046438,-0.2639459169994196,0.08516890091527124,-0.19224403522238545,1.105321760388427,-0.2380015505045957,-0.05075133759264051,-0.5473785379419684,-1.2856308723566388,-0.44290260410208554,-1.7940332444556262,-1.616676720652334,0.25635045658793554,-1.3065104851032667,-1.630668759230382,0.16655584071829999,-2.2929659284789836,-2.3744399490134733,-0.22925247078859196
Power Law Tree,cauchy,12,0.9104109733857938,-0.47875396082976684,0.3492329168078269,0.10805380186610565,-0.0900045299238699,0.7287041605326445,0.15542837926894829,-0.31291027886485756,-1.1027018899476924,0.6357907107358024,0.23494330415769624,0.08674434490903986,-1.434594748538525,-1.0094944695294672,2.458872513361716,1.7765249829939327,2.361672952685755,-1.0331609207195493,-1.6948592320487734,-1.622385112303916,-0.1894139913495905,1.1657109063411641,1.8642532916478511,-1.8201782449187565
Power Law Tree,exponential,12,-1.414155158459314,-0.7013910065933253,-0.30338019713318987,0.8087491716295307,0.992141364713074,0.572132697997112,-0.08715774557217605,0.5198731959470738,-0.3810092651330436,-0.2536541165063642,0.484604004366685,0.8814157142833341,1.0547034184163568,-0.018903091449871547,-1.1641981243054502,0.6689828773188226,-2.6968188643394253,-1.8167604015396925,0.8255893381329155,-2.148476482897427,0.16450003355209664,-1.9614897269679834,2.462472684716538,-3.039832289344702
Power Law Tree,log-normal,12,-0.3747483411031447,-0.4722934481990136,-0.019773709231930864,0.17700111858966378,-1.3494413718477132,-0.6187202852932017,-0.06034052601107549,0.08567214622622997,0.19771931250066813,0.14864737145194734,-0.28320981364859926,-0.8000526535978971,-1.2546594320970605,-4.152699056250361,-2.3004420203689904,3.8249219041728373,2.477031847788548,0.8553026349436783,-0.09186611966674552,1.6650322871231193,2.7565856128274566,-1.915000445805396,3.357836783299767,-2.5996345950230326
Power Law Tree,normal,12,-0.3354642660176382,0.747021920947356,0.5797678780103975,-1.280309831834846,-0.5390379521942318,-0.5157769590390977,0.3936992150221739,-0.43631205157740743,1.1217423750538238,-0.6316229761855114,0.13203395078056426,-0.4520589465143963,-0.7540698048379438,-0.9793885705992997,-3.2672895607079133,0.05955121784646176,1.92167735471967,-2.217979185671264,-1.9217013425964462,2.30983640009889,0.19996611516168689,1.093331139776749,-1.5352863448352239,-1.153633703336605
Power Law Tree,uniform,12,-0.5162611199178301,-0.31708233448498324,0.3199680118774352,0.09725486633140604,-0.0905432938062237,0.6246233858564574,-0.3350941460359711,-0.06666821161674608,-0.1709078884670904,0.9887351355708609,0.5886328841869701,-0.548352710702451,1.1539296765706892,-2.130192092023382,0.6979941674638802,1.6700160669224784,0.3662560399149555,2.600763701223713,0.6690349993508553,0.7528697129743994,2.7860947375360166,1.8231366376112244,0.4265964631433048,-0.2366886482484314
Power Law Tree,uniform_plus,12,-1.5266049649219928,-0.3929389038978937,0.034262084512345775,1.1238448998995756,0.7865634933530719,-0.13524485487293975,0.5812475545257189,-0.45467870703153657,-0.3371146051204069,0.038742045549069695,-0.32856391874830987,-0.1107100845166832,1.9783167728902544,0.1330869424414019,-0.8575220592191877,-3.546696200211889,1.3842121865348997,-3.348162426228123,-1.2013334185740232,-2.2841311715359334,-0.3930011384210418,2.02473011961905,3.6173936181448627,0.4115571127742033
Uniform Random,cauchy,12,-1.1810549952886604,-0.9320556279055526,-0.5133071390828222,1.374135849506367,-0.4527472717050118,0.10330346369318437,0.6010148954137887,0.5509620100812592,0.005315164220804287,-0.994540197994858,-0.6861078441749145,0.22437762831860592,1.0109704901630276,0.4315544878283559,0.2633288017473393,-1.689276732077114,-1.7452587323763715,-1.4160498292057377,0.21899630625969263,-2.50320829635316,0.29797565138153925,-0.22937730229539122,-0.2753825595932206,-0.2856022079308023
Uniform Random,exponential,12,-0.07489032102255733,0.09886729922421074,0.7446181562252574,-1.0511248638588808,-0.2411744236018979,-0.42762506994482774,-0.3985152123265575,0.32236686971990725,-1.4444258079507595,0.0021548675503903214,2.6479396537662465,-0.2533336406504204,-1.0481132180825237,0.08140467510660526,-0.19598909095949457,1.280880859545168,-1.2239991498484426,-1.7011517465497628,-0.8368820806478108,-0.3560192628421866,-1.6301484174368897,-1.4155926410115762,-2.466340528929372,-1.6799404376354778
Uniform Random,log-normal,12,-0.8357402676046688,0.08657526025573276,0.9938295008819955,0.22922889933215634,-0.12174314830860872,-0.9732110655476791,-0.764576114460572,-0.3364987563969146,0.01873449171526516,-0.0016991310713307256,-0.2497090229389736,0.13474402635463603,1.4290872190932564,1.7260871472071635,3.221531491909677,-0.4550970504862627,-1.3023578054659073,-1.8238970251298028,0.453564029110085,0.9136852904556871,2.2325330937323815,0.1710211903230346,0.049991654272352776,-0.3940414875143552
Uniform Random,normal,12,0.6072420071314573,1.0941526067990153,0.026985776863587378,-1.4538588744180692,-0.5791424519913755,-1.0650894515604383,0.47088442199767705,1.0363057712947095,1.30830150955655,0.6009413939733698,-0.18947591645442607,-0.6966442830784146,0.5523489708818612,-1.4341508219737262,2.775380769528889,3.031856352227428,-1.9486114605141436,-0.058185096532069214,0.17362352084752453,-1.2504210490759293,-1.5923746311410902,0.374821564288058,-2.0889991365074625,-1.7526411266346742
Uniform Random,uniform,12,-0.3643173701457832,1.137996718250424,0.05213347064893733,0.05974308902411851,-1.7285082778497802,-0.6363566124579872,0.8386070939308613,0.6501241929950526,0.30438541590403445,-0.21038090891344505,1.3585286992404024,0.16808911893708495,-0.6727497557236182,-1.0362356445325038,2.9007281081969754,-1.9999441730352028,0.6555842559968384,-0.28351018973720077,-0.2489159517831714,0.5910254731692489,0.6384514738027575,0.5616806236126238,0.43355264916981634,-0.6932205183983486
Uniform Random,uniform_plus,12,-0.1420789809349884,0.09370509426872953,0.21204518840996842,0.08024870599333707,-0.04681665061183071,-0.4336133013876735,0.809864299338006,0.5620656844010993,-0.20021888198864368,0.4960442272546145,0.5289414324307775,0.08568374121201663,1.0441695998732088,-0.5958933352040342,2.6745050840215674,2.682273007711585,1.4045397519620786,1.829474760346251,1.0415616930323568,0.9294919662023897,-0.32424646263261425,1.4832833645755303,2.5351699350944994,-0.3429834839965697
Watts-Strogatz small world,cauchy,12,-0.7271316613613144,0.5826797756311054,0.01614680965491505,-1.6376356483486245,0.8154634956713307,0.5217369150888264,-0.30256484919895466,-0.22160160171009924,2.080492356842506,0.30087727429398425,-0.22037337279868455,-0.24086853824790674,-0.6120607036058832,1.4824815063532455,-1.200052208206369,0.6619081179720024,-0.3909673228348885,-0.8278034718006804,-0.572533996296217,-1.39965709076029,-0.8371409835061522,-0.11502507538428645,-1.7446330517897297,-2.2171871446278004
Watts-Strogatz small world,exponential,12,1.1281557431868232,-0.22166509330861706,0.0002534048994020932,-0.12306357060243867,-0.6694681010541248,-0.8108201098127867,-0.43545308412872746,0.7459300629937485,0.03645900805350119,-0.010926068535564909,0.055960662545213855,0.4761767897094814,-1.8949976207077408,-0.7155980027860245,-0.6838662244140624,0.33486728348742806,1.1269750108098784,1.5238146218254256,1.8495706308849722,-0.8097881575825585,-0.9002415505158847,0.6744793344040488,0.3623117861571218,1.310183840536318
Watts-Strogatz small world,log-normal,12,-1.2167790899964512,0.42973627178434737,-0.29697296801301576,0.0840122951393839,-0.3634346014806821,-1.2068609851537972,-0.03814190487897502,-1.2285819089111967,-0.1063395543665364,-0.6351359745031352,-1.762704465608271,-0.9943155210392947,-1.4640000976834922,0.15906933317725613,0.1201236144256099,0.11364144522748479,0.08930112298722748,-0.1241546790964283,-0.1320504691365642,-0.618716093849861,2.497977555733529,1.7864128890184934,4.225879046084907,1.7873481904212918
Watts-Strogatz small world,normal,12,-0.144847779220374,-0.47254116518153955,-0.07765707653712704,0.16926877468445412,0.7817954699737777,-1.2216040920082418,-0.22142519162932656,-0.3002016843557168,-0.5104025411876056,-1.216232860905858,0.3268347344946235,-0.8094819832236555,-0.8422757152360771,0.6445960944101615,-0.0809110611289211,2.73288148599151,-1.8999528030653872,-0.56432025496621,0.34083742980586296,-0.23543601014698712,-2.184187026514754,0.15713881908138927,0.4725860971779273,-0.9491687777129855
Watts-Strogatz small world,uniform,12,0.1364951959595179,0.5021198706169161,0.3792323426053623,-0.37034933664489994,-0.8814304061812993,1.0417165829324857,0.9421978959039168,-0.3183654874634276,0.40661280511602155,-0.05938812754036453,0.17434814845957122,0.41942676043526145,-0.728252809516617,-0.3877369093901609,1.2116051810876882,-0.2696779672477587,0.7883425302364044,0.2472522124401489,-0.463644874720779,0.6493856385616039,0.3373258084352185,0.8770852963044826,3.0180773292385092,0.22590106203526822
Watts-Strogatz small world,uniform_plus,12,1.2495700440892472,0.7347367741704035,-0.4584478097245326,-0.8010961381212115,1.4663025217594219,-0.3092507345052483,-0.5156558152301481,-0.31853548960375533,-0.20322868245749132,-0.1929154514173294,0.20284217152400064,-0.6227280090923135,0.8649959259050066,0.8081068839125826,1.3894909730721947,0.736209843972098,0.7173986478696188,-2.3472969204404266,1.6130970645824134,0.0947113469594245,0.7517629197475494,-0.5679147981921595,1.3015485905183666,-0.05534719541196781
