graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_10,median_beta_11,median_beta_12,median_beta_13,median_beta_14,median_beta_15,median_beta_16,median_beta_17,median_beta_18,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_10,median_gamma_11,median_gamma_12,median_gamma_13,median_gamma_14,median_gamma_15,median_gamma_16,median_gamma_17,median_gamma_18,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
4-Regular Graph,uniform,19,0.8012395761634823,-0.5116894402517385,1.038243536948363,0.6830384856288851,-0.13471710122961514,-0.16988999174302874,-0.20529036795142844,-0.64580088598773,-0.6216632841960721,0.8789892926643634,-0.33704083743724345,-0.6893496970769698,0.262619446171495,0.3551990473908593,0.6496624728572545,-0.1879338420805944,-0.5083388301453212,0.12269639474267569,-0.6233761413946655,0.5621327408256157,-0.04943756131245422,-0.1599171475264055,-0.4408358422463855,-2.1145190167161574,-1.9005626462425234,0.4584784132858612,-2.6129024598905914,-1.0385422915529174,1.5244344735076232,0.10789899695187122,0.4083612980615405,-0.2938909056919642,1.7218832300910045,0.6489389170161262,1.296777350875273,0.8760351297816511,1.2571840165221015,-0.5151453756014596
4-Regular Graph,uniform_plus,19,-0.475382359353709,1.318836049737958,-1.2422440003913573,-0.884613782951056,-0.09719581795153595,0.8413213246924753,0.2131963585377687,0.040756100434219636,-0.41300638826091984,-0.45168947851803115,-1.1961903336433966,0.04405617421034928,0.3414756689650581,0.4632000585650662,1.1186468070423776,-0.7937505702138589,-0.030463199309246652,0.7418890410734152,-0.11999704899762667,0.015574316677106237,-0.9779977079760939,0.18804779414235928,-0.4812075238324474,1.811241363376931,0.1481904601127299,1.4322454449248547,-0.40218281427028196,0.30207794232468554,0.2908348960530724,0.09961508115616612,-1.5065748748770897,-1.3334512221902282,0.4162872388956617,-0.6921798443343095,-0.15237504068914598,0.9139305403025944,0.5635498110677962,0.551914847143397
Geometric,cauchy,19,-0.14925260196893994,-0.7338568576408706,0.433136633055684,-0.20756766764274787,-1.2345279341520543,-0.9067517063857837,-0.466347893572559,0.7499703760439633,0.9652355423746393,-0.7100684516074378,1.6237470239936294,0.9432244641673707,-0.5138835456738333,-1.9179280012525572,-0.3879651637366892,0.6246483414120361,0.23919942862178525,-0.18673934109315563,0.2599510580903927,-0.7417149194205374,0.4106191961598359,0.2647517752454639,0.7739273303055801,-0.2976189115985295,0.9501909861360367,-0.8592577562704165,0.7810258420753929,-0.5873869434740621,-0.9891171518892077,-2.447462078750451,-0.41543923258908405,1.3921316023415866,-1.2622268015906302,-0.8573877653336641,-0.8371595795750767,1.7230430439590483,-0.8521731959811467,-0.922061013366051
Geometric,exponential,19,-1.030921245630016,-0.04962605843371526,-0.28988830793636744,1.3082807078041627,1.2141884207692146,-0.5391959459645063,0.8223485578429491,0.5571174055579238,0.39498150483679856,-1.479498870779171,-0.5860973035412614,0.30397706535145874,-0.6457892480736408,-0.017760153444883443,0.9537649265470067,-0.0643895253970928,-0.593820800294587,-0.12754000808047972,0.6994955702917639,0.5275350111038395,2.0342248191399843,0.08491825249475836,0.563962392770928,0.13952296899917052,-0.8198565540422845,1.4935385827756291,-0.11704985663324839,-1.7891860695578703,-0.1532766228612934,0.2514604585010234,-0.5769229400269713,1.3583831201832217,0.33526549580810044,-0.10407777548826111,0.026045468898423508,-0.6096667968790591,-0.7327783856831452,0.09152992404102143
Geometric,log-normal,19,0.07923917244961846,0.23894645328543737,-0.026196455496969074,0.085914652503755,-0.7518855919765514,1.0508260187723482,-1.3230707268407105,0.5910822060815759,0.8888755051980393,0.3060990389362613,0.11111297946974881,0.5715047849828684,0.17164627715756983,0.3468836334851667,0.3573780296008847,-0.8540794553485301,0.367719575027135,0.3515143136929254,-0.3629513921418955,-0.6277021725591679,-1.3761739539852895,0.08988824428016902,-0.20751121228621516,-1.9811886202505453,-1.549006473936651,0.1636542310978372,2.703899104062213,0.09813820369396872,2.4533210529000216,-3.4642367893368267,-1.4970118190646002,-1.7395174883843096,-0.0804487518733009,0.1774646757597915,0.36263372637919505,-0.4272497163166636,-0.05923303505042029,-1.5461242468613603
Geometric,normal,19,-0.7923873054868806,0.10845707533668196,0.23817477903678486,-1.8030942580780178,0.1644997990688438,0.0030782710233270075,-0.08425452911252541,-1.4563064302517363,-0.05072570469403347,-1.6928207256248127,-1.6272635144486043,0.011935173512332788,-0.30204009672084003,0.6217184096427533,0.31202980931135077,0.2213252294741459,0.007389747547809508,1.219574412583129,0.6490003675681325,-1.2203045959592265,0.1400813011275223,-0.6598740961489133,0.8843054567981327,0.20319243361301043,-1.2608384625778013,-0.8563367387181555,0.2540925646501398,0.16735952369964707,0.37716213273825316,-0.2942771987705545,0.23534191993699685,0.2429861120384492,-1.0487654302160423,0.21259550458756235,-1.894006881499489,1.0436062757316233,0.1124653270409257,-0.7467782624408741
Geometric,uniform,19,-1.0328478485509545,1.5635586376830377,-0.46845575584957716,-0.5002885891527467,-0.26554685747150836,-0.7732335122851713,-0.12086889354735586,0.4006570217898966,1.265543141500691,1.459330901432062,-0.9132064119192969,0.07723599443702452,-0.6416216168890349,-0.05173960872566913,-0.12793733468562732,0.1196296397203732,-0.11291703363443836,-0.7849269954035853,0.08925720614067464,-0.0068057059137068,-0.6291555012414777,-1.2771224222519426,0.16207477414398758,0.4311864031671252,0.5660274164180535,-0.0851446465147455,0.11944806702454211,0.5420548096248933,-0.09686248916346325,-0.8103135443587886,1.1554024369074734,-0.5397274327341537,-0.41007173336977465,-0.038911021797362784,-0.009338110918280261,0.40088950400261286,1.2208793414814791,-0.2115041310016707
Geometric,uniform_plus,19,0.47175812878685025,1.0899863001896009,-0.33241231533381177,-1.169533813075351,-0.5969804906946439,0.3427600654304638,-0.0038397596606360943,0.24005903641204981,-0.07239614144839641,0.2014025851081974,-0.048726625736612565,-0.1424659880800275,-0.43187572718585593,0.07593568667070222,0.7014537559716989,-0.9526438710253782,0.5255175741692356,0.6381745616880532,0.5449529945778454,0.38377219943937196,-0.41187209470722774,-0.5367669661435842,-0.0027192260502614664,-0.2933846296210273,0.6592183614719881,-1.698119835274374,-0.29936524450394963,-1.4415282311226785,1.8281538573755427,1.086142594365433,-0.007292978688899241,-0.9257385842509803,-0.34355263466992597,-1.1441568614960835,0.282293990055576,1.0031077857069925,1.5756274440921565,0.13923914662561188
Nearly Complete BiPartite,cauchy,19,-0.30703951343794655,0.34891629600107077,0.12773435559304533,1.4793336173018308,-0.31517318768330466,0.40937590207332053,-0.13350098540061453,-1.4239980576653934,0.43793373006922226,0.06766465418785554,-0.8763600622676488,-0.417564647574525,0.04825025886382994,1.2601567327004803,-0.20824651277502587,-0.3403193108044627,1.0219595293469874,0.11732525512209464,-1.2324167104100616,1.3117249333516319,1.7882622131953638,-1.0279455168262481,-0.009403114790902653,-0.9959858561862516,1.8626656916665678,-0.6007440826804279,1.5725526163573347,0.07178369880796043,0.7768348182453794,1.4482608757381341,-0.9376018124255261,0.7601266225647704,-0.12717044011502443,-2.4704154814606745,-0.44246653417611814,0.8991902474083548,0.01098183062966041,1.6586055197055767
Nearly Complete BiPartite,exponential,19,-0.48535251554435066,0.8191383553725955,-0.8809203712633359,0.40233828552301953,-0.48974396140606147,-0.25979984323625616,0.0609350369347956,0.6497753084007144,0.11713315878097462,1.1347615825563722,0.07302649384658236,-1.149178917231556,0.20038734032520855,1.7401324209367337,-0.21112604507230326,-1.3101388464327641,0.7565276343751084,0.39155310898376394,0.09843212326707816,-1.3425433703344196,-1.122570655437982,2.367078815714383,1.0364892081864123,-0.6213065982035737,-2.9244818930161856,0.16845876488256312,-2.4448341160561378,1.9279390624053627,1.525356528352794,2.0463938738933516,-0.5129200565043083,0.3160308589622961,0.17541960217823563,-1.1726218612855988,-0.29496735931770496,-0.31082314960533103,-1.6098039272084432,-1.5565995598248197
Nearly Complete BiPartite,log-normal,19,1.4379903679995176,0.568056647836358,-0.4010128024877552,0.03941987078010921,-0.18809912368696194,-0.15951339666992614,0.14795774965321848,0.6092526091755427,0.08420631027930214,-1.6490458609293621,-1.5384363716525233,-0.5127496841277074,0.395013392030197,0.166205152217591,0.014981802905658795,-0.17880308223340474,0.33588149846408677,-1.2631185084609424,-0.2837620863414866,1.528409577293569,1.7146494201143054,-1.0477856499432732,-2.493083267590424,-2.5909549086182952,-3.20710581000446,-0.5153479839499322,0.528321087323037,-0.23682019991411818,1.3115587905649122,0.3041478996075963,1.6644152552548772,1.8949719679604382,2.1447930847342356,1.180067198208366,0.8884618785976944,1.7326725435771346,-1.6198492232944315,1.4076120338498608
Nearly Complete BiPartite,normal,19,-0.4541183072756631,0.4417540387519471,-0.9204630853655555,0.15659624889053078,1.1904572470432153,-0.17515699544119734,-0.9880178852297319,-0.17859724366986626,-0.31735586956637335,-0.7491813067618655,-0.04267037595505269,0.04081262005526409,-1.3514265644635968,-1.3639116708308294,0.4795201710911376,-1.1002802826473834,-0.5400999316172668,0.050147882352063924,-0.23037087246365742,0.8429012651042154,-0.6045304076093378,-0.19773675846206828,0.8351526159366598,-0.07981941215361231,-0.11112022610383679,1.5401663275355295,0.4544433049563551,-0.44157268877121336,1.2054597004012968,-0.10765627515377652,1.3328565840338575,0.3025339264003261,1.0005417695127192,1.8449040542719968,-0.3338847611902145,0.5476833233764665,1.729521436619656,-0.10702718253106612
Nearly Complete BiPartite,uniform,19,0.5758155850511244,0.46472695887846305,0.9356296048245297,-0.9344920831944892,-0.8043378853979022,1.5256649632379577,-0.9640048460567167,-0.03434660203398507,-0.23840176400238233,-0.715964188143946,-1.2331083253538253,-0.4112627004699547,-1.0809049602396847,-0.9119538522571751,0.4659113037670956,1.2235891782711972,-1.4357339091024264,-0.6295149506304643,-0.10699246253074604,1.0261048730059747,-1.3746644874782452,-0.18070448388745264,0.2960889171123513,-0.3278892602829003,0.34604468843907465,-0.5351371465570438,0.7652326425961916,1.427826959084749,-3.1581918635424455,0.7033822753973715,0.3916150851050818,-1.8167827359421378,0.5281324935158563,-0.3843441673217792,-0.22707748993438762,0.6512550696839141,-0.32135332851025666,-1.1399375531925016
Nearly Complete BiPartite,uniform_plus,19,0.3190627790809823,0.5028833277718068,0.002951847367770571,0.7731148521718051,0.7681308328846257,-0.5087616045279826,0.1308592469027012,1.1126746440178263,1.0674582018385246,-0.06891484291215853,-0.013823304250946246,0.5253232242736061,-0.445287735823922,0.3601536831033146,0.13499640829900764,-0.4186457297481364,0.03614043415111275,0.3602488244600673,-0.59155919340257,-0.5527267669345036,-0.47613972101413166,1.7679728151181295,0.2993254357047545,-0.30646420026580684,-0.18995944612453916,1.8084329923993048,1.5015727374539216,0.05088238357031239,-0.11872709296373517,-1.2485065236391018,-1.196233783296052,0.7338918554276787,0.30828828490766813,-1.3994215313862537,0.24078365171774638,0.19517227800133433,-0.244943658636698,0.8768045228361038
Power Law Tree,cauchy,19,-0.9885742785726443,0.14500986111791916,0.40174290109640304,-0.7010329405668593,-0.4876176292440527,0.16788642053594063,0.09413486374883444,0.11937980704580166,-1.5314817953681061,-0.17005426008841884,0.1411605089926558,-0.09810358728921133,-0.8428950350741319,1.058316924629764,-0.8735468781636152,1.2727197152991157,1.1422406279010564,-0.9111390575923066,0.23889580388071766,1.183735473852929,-3.4644819906157687,0.38507217788987996,-0.723651085370703,-1.1634786170125286,-0.8780609724633835,-0.26180865023834,1.455188057274821,-2.6216381073247814,-2.0608815147199224,-0.2970664050520221,1.1281410371267233,0.9353193688811491,1.575671116228285,1.002563724126301,2.6010739185172227,1.0396839931484938,3.230002142168825,-1.7027526711556127
Power Law Tree,exponential,19,-0.021958375585096963,-0.8045041880756166,0.22509642748794045,1.1542885101259632,0.06065491816340806,0.14157080277872347,-0.2655853015137921,1.002420848866816,1.342395428136929,-0.5973549367034032,0.22666435582627198,0.028216834794785865,-1.4929817207213116,-1.153419384838629,1.31671710539292,-0.6076873452580491,1.4838915366655676,-0.46223669221100794,0.12024066302565552,-2.7137786060858105,2.3596057817029386,-2.4285532387714888,2.7432413738082815,2.635678822676406,1.0047375891938841,-1.6621982133963755,-2.1730453510068313,-2.821770564082025,-1.2646792089694707,1.4534232899815542,-0.8511734061095063,-2.356824627976576,-1.0119755618379596,0.8310243384732987,-1.3578712422926118,0.870746710952995,2.319604335690814,2.5315351729705733
Power Law Tree,log-normal,19,0.023687676919676964,-1.5096555623507708,-1.0273747447212247,-0.21486625859042752,-0.0807217225785226,0.7617304510377483,-1.4584080395108456,-0.14795324672634907,1.1949639915551336,0.6153099480638471,-0.0901591720998323,-0.0511039167892512,-1.3793086867072504,1.4322355997463967,0.7296643929923486,-0.45893344787489715,-0.5236327466460248,-1.2124086373434029,-0.043022377225108425,-1.3256352076430045,-0.5871876608899571,1.020069222190438,1.368247466309243,0.6392628002446595,0.6116729969857843,0.033020316352092335,1.0741593387258785,3.456427844681244,-2.359007799207622,-4.094062413622148,-0.5933410008800601,-0.466763140385657,0.19272038761531382,2.141710078668185,0.6934451314077587,-1.1878092268487364,1.8780582365752625,-1.7474690083414668
Power Law Tree,normal,19,0.22386512763987326,-1.1096487064720235,0.6386739334417761,-0.5156649542901396,1.281508121698515,0.12226190227135934,-0.11017927448123857,-0.4251613986759303,-0.49393604115208517,-0.1324878520540899,0.46845270574706405,-1.1145919440591991,0.9965125403797553,-1.5894763415794304,0.4135487221630201,-0.3743489892683411,0.9763288160648494,-0.9679430899503555,0.055344382738549004,1.217315901904754,0.9743868975433477,1.5069784914948379,1.1585590782939785,0.6077614401616889,-3.027417524451147,0.8309798722146189,-0.9883928058400061,-0.4410238404294419,-1.642800151551595,2.683513565377452,1.6468352087525773,0.7345226172156687,0.6017136105021301,-1.885939158919307,-1.5878433365386324,1.8661615560863385,-0.25110396974804744,0.19750802983931193
Power Law Tree,uniform,19,-1.1147767735011278,-0.5758125869466324,-1.1940062661409019,-0.5597723315013474,0.47453029794381174,0.03719586311439369,-1.1468640979121694,-0.2557200649119108,-0.5266056172038377,1.5236388302899957,-0.4499170094339132,0.24089766856651668,-0.12396587289894506,-0.296667845312929,-0.19732217550672057,0.024997592063059296,-0.6097918373165456,-0.27011980066991115,0.9035959665062725,1.1263648546604919,0.295046569829002,0.16861321082488623,-0.5414279637368461,2.2433610838220335,1.6752852858712384,2.250465702717916,-2.3687646446943065,-0.16938108472143207,1.4053116163623742,1.2606503425179942,0.776816413237084,0.3380379250808086,1.5466835007133712,-2.047319775982902,0.6157493998060798,-1.405985505226555,2.189432901843318,1.3124895821923224
Power Law Tree,uniform_plus,19,0.317141392556087,-0.8353453719697478,-0.08344334907702174,0.584498707141878,1.190037624754345,-0.9035576695676152,0.44550390437678955,0.050281085528909704,-1.2407575238562378,-0.10493733745074325,-0.6572882543453799,0.6171846555654381,1.6952179209107503,0.40024098888209714,0.17979837387594697,-0.81691219432797,-0.1549750580690069,0.7026644231067993,-1.5634406380861479,-1.6221023875663474,1.2794287068346353,-0.703012830838892,2.2407009365650628,2.15574697986038,-2.0578115738493348,-2.072418135662325,-0.7028173657894858,-1.002900993596877,-2.098601487057808,-1.966265850956835,-0.884494091512941,-0.8632216419326959,-0.8416337972526667,0.35853578047615775,-0.36754248059832656,1.7695281757280785,-1.232516942440307,0.6855993611834048
Uniform Random,cauchy,19,0.45608601200855214,1.1000931497697295,-0.3500306771026706,-0.5195667953310306,0.20889282045398536,-1.3407402166918698,0.630363373565196,0.8620770676656314,0.14256392415570532,-1.5051230428344073,-0.13584386893805972,0.2580299485382776,0.9166117244007609,0.1517958036814141,0.7604925312975986,-0.13848572470646106,-0.0011083291945531456,0.008621092671481109,0.15792250059510335,-0.7555043294983297,-1.0820912370279236,-1.807160459337623,2.21108648062765,0.3260800697990697,0.1942124091289427,2.6861296829624433,0.18498381652185253,2.178143899016189,0.6317782051189513,1.6375072323500253,0.9757318305901822,1.5492573959107048,-1.8624351236326768,0.9042273360564785,1.4956985656258535,-0.2058463528482492,-0.15812517109446636,0.3947128141386145
Uniform Random,exponential,19,-1.054690864221211,0.2851195345070565,-0.9615328568920162,-0.5183810132329641,0.29438831241853547,0.9209269488068865,1.3181962738167536,0.179141265290178,-1.3808404028348245,-0.03770030372497482,0.029290965051550287,0.7307939381901112,-0.3167113899145453,-0.7847276670020207,-0.34358448006120135,-0.14190642222542924,0.9800607856799025,0.23019234308906567,0.7153886809741827,0.7952284285453741,1.0374373658497371,-0.3561385010554463,0.2875284841008752,-1.2995035725460324,1.7309432943540073,-0.8033496361285539,-0.5282827061290731,-2.1193143361142788,-2.2916538796240924,0.8621615073524936,0.4394141017421292,-2.0198444342336064,0.6283622814264325,-0.7497553831704474,-1.0767711318111064,2.0326878923691503,1.5297326346619518,0.30916681696333015
Uniform Random,log-normal,19,0.04928188264233178,-0.021982891486260172,1.3850659833521912,0.05923610718690399,0.2575120103667148,0.7538878789060053,-1.4954202926763955,-0.11014406069087505,-0.34501732620245124,1.1129998878487621,-1.4742993359852714,0.5741552833540486,-0.33713299198487323,-0.03657839434168922,-0.763225092300837,0.7418999980802574,-0.2899790781285296,1.2834994103806825,-0.8376389669460004,1.579522953282015,0.30114148770153976,-0.4399009195654446,3.075787089270362,1.2075991894984477,-0.543144719037389,-3.6230251981402124,-0.07817004473277311,0.5687625577707778,-3.1961657032495583,0.12013413639765015,0.8552446420498954,-2.5700989269637304,-2.546161075310234,-2.9443224887375585,-0.40826096054353067,-2.4780147485485533,0.4765404593437965,-1.1713933920548443
Uniform Random,normal,19,-0.985946808244377,0.08315581643774947,0.7064804436255083,0.06918774320064607,-0.1938152279831315,0.030904713599317398,0.39193782237960795,0.8850762417621784,0.09586961772286479,0.929298331332799,-0.9101698110985185,1.1300585684613413,-0.11315281134315848,-0.21475776280626685,0.21384167126023879,-1.4772756464694647,-0.43286259814306055,0.5720502533299887,0.8063832398358998,-0.9920302464864601,0.6080716857609401,0.15073545033557662,1.8903768195473576,0.13140446633836264,2.3163441073886353,0.19770036014488826,-0.12253278819957192,0.23417217956824568,-2.3428786368089343,-3.739882386209478,-1.6834754973326693,-0.5289203531942821,-0.7874962714280624,2.155603120170626,0.8678834381967367,-2.2098462075086376,-0.33498267703677514,0.30973875816071966
Uniform Random,uniform,19,-0.36148466709771604,0.08141869043726786,0.30585529495496216,-1.0460707282425104,0.036075171351330385,0.5207637648041232,0.3273848198104043,-0.05255076384366678,0.8012035666439296,-0.13421005010518963,-0.06188130713872751,-0.9660659757629005,-1.293847034224614,-0.020599682787037315,0.5361830531843395,0.5003222978445883,-0.42151815790631614,-0.46106610749967175,0.24844004121470095,-0.2831622844872257,1.327180643206021,-0.6128202199260812,-0.1304306159774358,-0.6589677991987393,0.8822232054214291,-1.0495786778145555,-0.7113535422986323,-0.8328451220646039,-0.1360522641756905,-1.7020286035059768,0.5562211446455021,0.8752593429417475,-1.2589228257054152,-1.3292606555350372,0.21406155807184846,-0.2999017453862462,-0.08598099096402018,1.718541850483854
Uniform Random,uniform_plus,19,0.5497092760128285,-0.911201475041833,-1.4787060412722763,0.3087019552994139,-0.08289066767968256,-0.05047913852129844,-1.1313695476838248,-1.1949347225401221,1.5535590808787092,0.05969908624849567,0.3552747150409031,-0.4491548617591073,0.8185650861882369,0.7384492921223996,-0.03512775231667451,0.6043638505452182,-0.014836515234184411,-1.6721691921290225,1.4046145268946644,-0.7130628017942614,0.9449837633055904,0.1429065037006722,-0.3300043898432435,0.02676877087240038,0.23445013510590043,2.0262621503013314,0.47342147739471785,-0.3365013698369154,2.0754740657921373,-1.6863571388578198,1.2591861347019992,-1.270431759006833,-0.9364194445147224,-0.259902997158625,-0.4209996466836117,0.062025095965896435,-0.43019683887385946,0.17395166990775404
