graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_10,median_beta_11,median_beta_12,median_beta_13,median_beta_14,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_10,median_gamma_11,median_gamma_12,median_gamma_13,median_gamma_14,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
4-Regular Graph,uniform,15,-0.17211902753937686,0.9362325391266151,1.1374514093564394,-0.7389081385408631,-1.1089180565162615,0.12238302609762887,-0.11466569511208644,0.054063856170899594,1.2084650268632053,0.5254789739858237,0.08864347660977984,0.12587403960502086,-0.1348289745976276,0.34857300254869883,0.9356294762999116,0.6320643209976173,1.290840411626673,0.38774056599103346,1.9104231653462556,-0.04209392499034228,-2.111492694832725,-2.707452180329067,-0.49212650195095686,-0.6459013675759884,0.3212698759678828,-0.3161244429723513,0.7933237815298863,0.13162490267690063,-1.1606492464476545,2.00701494541502
4-Regular Graph,uniform_plus,15,0.5615307191978951,0.7858591596472176,0.8242687175403791,0.6914876245331001,0.3335115372236699,-0.6475842169348851,-1.640603101665247,0.1319827339229081,0.30879143830754124,-2.031451538619561,-0.4623496594966571,-0.3867610258296226,-0.004276197019958121,-0.4593656242459533,0.35315596432840873,-0.13731930330496234,1.0212355974260727,-0.39206431150846377,-0.12131865958541632,-0.8512156272861131,0.39185809273313604,2.7268647012806335,0.30442802975244565,-0.09052313139835075,-0.2181481750473151,0.9954936408331447,0.4195149728362309,-1.3527708840310266,-0.009242732768918849,0.7583337797105716
Geometric,cauchy,15,0.5340054429679024,-0.38915665105127323,1.4675576680868083,0.7232289484446337,0.9185393979054817,0.018382851776422564,1.049293571970439,0.9998709604518845,0.385699724652693,-0.22182328838828752,0.3284219759249315,-0.47977131794081884,-0.028292588647541278,-0.08550991940496797,-0.10249964001101013,-0.29293192405400476,1.8518951894263593,1.9196581306400966,-0.3643354311787077,1.4416434350868652,-1.0791753023886292,0.7756181526232033,-0.4375879090633249,-0.2551767966362223,0.5701806504053125,1.2404716230209103,1.5058635739793886,0.1908678373231709,-0.35458267368076357,-0.9871315624068113
Geometric,exponential,15,-0.07486177019205485,0.7344736272614428,-0.9229727561219326,0.49298050581440256,1.3566437983024164,0.2337240921079034,0.0614383797568945,-0.24087288663321543,0.2579335476827291,0.43521999167664455,-0.9226205516372192,-0.49401235073956207,-0.01578823641942968,1.3466174286913921,-1.1661316969747144,-1.1855057153048159,-1.9251551461802916,-0.9767402178460879,0.9727764370176345,0.5115352105452199,-0.06093203910978271,-2.8949066332555113,0.9078879265292402,1.8131954755593136,0.9710249478788995,1.5595865074153576,-0.7588556303971747,-1.1871254902858464,0.50693303185474,-1.603284741533429
Geometric,log-normal,15,-0.5713827315423268,-0.5956785033115668,-0.09977661265736139,-0.057097442861827094,0.8349353362146436,-0.519587726290969,0.20655398139821668,0.23049304432876805,1.2743899579719036,0.6864126904315728,-0.32148724178123206,1.281305903037788,0.43402585107625463,-0.03386877067165974,-1.3418910682158027,-1.0513902386850824,1.192486651883754,-1.2331091104694465,-0.3065663627155289,-1.0831503750647362,-0.13987519647231847,0.23418554298000213,0.3846328934742478,0.19249015854479726,0.9381741802103916,0.4026384139259377,-0.8069479542397989,-0.707667929569554,-1.6057659599245042,0.7508928648236117
Geometric,normal,15,-0.3912240194367715,0.09080701926066037,-0.059027749749725425,0.2293282022998864,0.04951564553777443,0.06836929390196027,-0.13953284149056427,-1.1967519495115189,0.2506549507955018,-0.5123960754972835,-0.19191165012634342,1.5037953203255168,-0.2077354084958421,0.6735600003532775,0.6718055168069108,0.7417538251949463,-0.7038879172630561,-0.37553097428421855,2.1816495171662047,0.16619829439782519,1.4968689781148816,1.0192638855901444,-1.168364271252563,-0.2409100085472775,1.0594220827583956,-0.30465651621193207,-1.1092795721470783,-0.38854316745886813,-0.9528736151021928,-0.5673105847084168
Geometric,uniform,15,-1.761672507302527,-0.17666213278103204,0.4074369184968533,0.8180149984908287,-0.5301278809259499,-0.30538362875543834,-0.023421887721093333,0.8625276320758035,-0.9587685883779782,0.00460570833246466,0.671996301718574,0.8395331095943803,-0.671290632879749,1.190048761602445,0.05864265602412931,-0.6115015571633255,-1.123977085234328,2.6657928977759116,1.6697958975202067,0.4229057195686998,0.053444230289401554,-0.6198719769629957,-0.9868898054120179,-0.6144105627088909,-1.4531786935069584,0.30142646311482124,0.8864975996200132,0.4159301820024953,1.1710037505119069,-0.6296837298824043
Geometric,uniform_plus,15,1.0528688215390218,0.5053619792974983,-0.47469642469871554,-0.6758682292146576,-0.044662572734854286,0.29978624293733835,-0.0826583184202728,-0.10898045635600095,0.23789991308444974,0.05519518759539359,0.1804085126605499,-1.4680620310735366,-0.6072943064505892,0.3950537498878416,0.04205165449823502,0.8109545856711449,1.016042144442173,1.223096301357951,-0.25378001801184275,-0.23304333425465315,-1.5514221745307366,-1.6413681037198125,-0.8716217093258112,0.5621791316289084,-0.45497974200701274,-0.10552931719306463,0.5095720037052247,0.5870769929457722,0.12338937366812826,-0.48927063534776893
Nearly Complete BiPartite,cauchy,15,0.11567985170628457,0.6553616146097904,-0.6506948730355656,0.5735427269048128,0.09120392373445814,0.1487850619744694,0.0468940325591911,-0.46287610341313357,-0.4940057429683402,0.4847381716267522,0.07122993741170239,0.03345865425708224,-0.33505220618224896,-0.30814480743864436,1.0589831078263636,-0.26025124060596383,-0.3131162407205467,-2.307651862656319,2.146432054960228,3.044033813690077,2.1779475263284698,0.4332225180330418,-0.28043308093385116,1.6242733720611984,0.6271760748977656,-0.9081794833240827,0.020038284017847914,-2.208433828004436,-1.5674472565820825,-2.080231304484945
Nearly Complete BiPartite,exponential,15,-0.056110907285297225,-0.4897827242356982,-0.2427391103159594,0.13703391756417693,0.1823455722423158,0.17623547041357304,-0.0684232013516144,1.1600000644242399,0.003403251045204397,-0.2927974104522644,0.015647408161706986,0.4590913098389934,0.6951822112154322,0.7310284657321771,0.508380220557945,0.932611607508606,-0.10749001698306673,-0.714496034209246,2.6709376440450283,-0.049308407712993566,1.4500781195773251,0.6447580569131203,-1.3137573732243952,-0.20457211767354194,2.162609421655941,1.5982532452954619,-0.3727484018355731,0.7677411168040769,-1.2819642265314766,0.06263408156577559
Nearly Complete BiPartite,log-normal,15,0.07786640699844312,1.073523140949812,-1.5763223141601626,-0.0863275748197631,1.3612669576024663,-1.3059707534713418,-0.5519041883401498,0.7120433338087891,-0.30505735120087496,1.0189319091477644,0.05059796448350675,-0.6788377607155801,0.3960147508567976,-1.314384843676399,1.6839062412315253,-1.0115540403471817,-1.9922845514307101,-2.8389231256687095,-2.6290978079414375,-0.9176687256175422,-0.008816034499897511,2.4088105257570125,-1.740673737465044,-0.6196329911655505,-0.7847947831314375,2.6141558147853403,1.6309990495124345,-0.37247952835837833,-1.1632325674760822,1.5928584296517527
Nearly Complete BiPartite,normal,15,1.0540750154320513,0.3951059555567047,1.440734509462561,-1.613662536436551,-0.08946816007059263,-0.0388083706313156,-0.0738433715343631,-0.4853466055753892,-0.43296905835879407,0.9383176549410925,-1.566801812835133,-0.28931336373279426,1.1626338198688242,-1.730478341692117,-1.320832855911512,-0.5545509928926017,0.7285550416664778,0.7266154442992647,-1.7802018129230246,-1.3174653058923138,-0.6281057919126054,-0.09099423605812151,0.4608830119982709,0.666074917585462,0.884066034839853,1.25948339659768,-0.15429518755553784,-1.8059589629667672,-0.1519463329119118,-0.6104475121916446
Nearly Complete BiPartite,uniform,15,-0.4548151455591725,-1.0130960204789718,0.8817569432054004,-0.3114832507587637,-1.7217707111898108,-0.14952062523915327,-0.12673280279538635,1.233102473076586,-1.7308523846987207,0.1711036776601246,-0.15968803666146278,-1.1010343956175115,-0.10051673745641983,0.08723309990207888,0.040133852625631516,0.15382257939775623,0.787090023850832,-0.11779519548487483,-1.2814518779160582,-1.105305109764004,-1.9561811665054403,-0.5039669016726097,0.10712997096002397,-0.957579048892939,-0.6223179698759254,0.2978339559255222,0.6870060169593408,-0.21279001633841563,-1.042517356691699,0.7723313088577622
Nearly Complete BiPartite,uniform_plus,15,-0.9397672663231948,-0.4088785012290912,0.5660833181443929,1.3712361620185816,-0.5674206477070991,-1.352880670177066,-0.1907186064651141,0.2960675777815777,0.39208087448790013,0.037940737568140946,-0.8572199458584826,0.02795920006431784,0.4794263231660216,-0.2884610356234832,0.4669225692198739,0.8596699516761152,0.47267910491058757,-0.09544031550595876,0.5559292033935052,-1.832748953656834,1.5383542608030265,-0.012680909748599336,-0.01536901992978989,1.0450337245604517,0.5105942915350198,-0.23370020839246672,-0.8413340202064463,0.08132977056683559,-2.3478913023024375,1.9729810342153618
Power Law Tree,cauchy,15,-0.5073552479766594,-0.6367852083463452,0.45121634358602786,-0.2056355843451845,-1.5297769508328456,0.4586000364302726,0.09436731278009679,-0.45974108628151567,0.5801179916781474,-1.1897119536495568,-0.7815205953956643,-0.8467837512289795,-0.375995442705305,0.47882649343532674,0.8535001915118435,-1.3020322393662416,2.2780841271518093,1.0835792136842037,-0.254229716310372,-1.584790534876993,2.703225633360288,-1.0047059080358611,-2.687322429053986,2.2420974695134857,-1.8573220589037562,-1.6214526558950106,0.762022409292557,-2.966442177798612,-1.9331098005526801,3.5802562637359783
Power Law Tree,exponential,15,0.33890586461564615,0.2805457008209793,1.1751720893075732,-0.10047123780406017,0.2484094431212906,-2.1370208110484197,1.3870617606704343,-0.57977599889975,-0.35322600338271026,-0.42876395808588286,-1.111804575271121,-0.36314895669541974,-1.109618013397448,0.17506025367114886,0.8987545521359667,-1.7909938796489138,1.1129478733603084,-2.2037754992391028,-1.2466260589313356,-1.749977925841108,0.11144753594071308,2.4322118821468806,1.9320310198062496,-0.7056607034750206,-1.66454479185507,-0.016981574410746846,2.894996955734934,1.0636971752990005,0.9842116461127023,1.1341672112671757
Power Law Tree,log-normal,15,0.7088615160161962,-0.7421233156284072,-1.0385084023171443,-0.8789251641362281,-0.10419444545946528,-0.21132419278213405,-0.8522974867080358,-1.0056859459795564,1.6094133071347827,-0.10356638074892764,0.4687014285665979,0.5166287798324197,-1.0652465571922156,-0.06621813306123947,-1.6283000750767658,1.5990743611891933,-0.772494973200521,-0.0876163171833627,2.2656546288848505,0.4444407138868547,-1.2206829397737244,-1.0817376241758376,3.0444058581373277,0.06229019557141388,0.8887650588388475,-2.543503227851069,1.3906831571293683,-2.3222233611742698,1.291805578885458,2.6910083035428953
Power Law Tree,normal,15,-0.04608952869476722,-0.4165227571976215,0.2756659146857261,0.08469299571303314,0.23437226386476578,0.05393841403306263,1.621673672397618,-0.4723613103326202,0.4664216557204549,-0.592558032323636,1.3703732850544335,-0.2648745885699012,0.8006772480446871,-0.4546852903421348,0.3949034139079393,1.3751117187826747,1.4152601412677455,-0.9430264428506911,-1.2777086491045808,1.2387523622034626,0.2398470554889636,0.631561653903323,-1.8993753992918903,-0.38364815345595477,-1.4914578227074782,-0.5237779693474135,-1.8313489347433372,0.5868874085717152,-2.289824485093233,0.9955591751514317
Power Law Tree,uniform,15,-0.7187247712708378,0.5907725417129686,1.3658775591345456,-0.22415669697637516,-0.35714570335987067,-0.5238062770430553,1.0611416008381296,-0.7252817290088835,0.9726584281398707,0.09812575281717648,0.5148068834953967,-0.3768103301694324,0.9214029328180384,0.08818802258636384,0.14012428089772125,-0.7862808201490699,0.5240069809043071,-1.2052678850425662,-0.6551378488504086,0.5173077025905075,2.0817431873721564,-1.2726322006489748,-2.4912163938458027,0.6239434256548383,2.4310289601344737,-0.9708496651223881,-1.8537075214027623,1.4753775225331978,-0.3010655125135754,-2.0848521244003457
Power Law Tree,uniform_plus,15,-0.22167771231905864,-0.09189598421710368,-1.531519760368861,-1.106771227439531,-0.10426770090592985,-0.06878906107848193,-0.8954998946377339,0.101768280053363,-0.34013846911310325,0.3324113611568343,-0.5590661814420921,0.16107501100769211,-0.05604226320387439,0.6300515008263212,-0.0585466719759564,-1.387067201107509,-1.887201648020215,0.12625261109513486,0.06497524502960503,-0.01627807517618653,0.4434476819047152,-0.36938521507821087,-0.44469021658601204,-0.4857292160566436,1.1014870707959268,0.04685459121759217,-1.64026327822076,-0.05559933358054738,1.1606287376552515,1.109205039325471
Uniform Random,cauchy,15,-0.566377649905301,-0.37979217910300733,-0.6202269295970783,0.3434716188407842,0.15691020553192422,-0.18973651543246398,-0.6769405616859068,0.9026624696275201,-0.7695086215744918,-0.3725001335922208,-0.9842773600123504,-0.08888886106524602,0.2259779059754839,-0.04613354216189761,0.23661461504501216,-0.09607641151124328,0.9170593783771698,1.9139580111643357,0.7784930130688327,-0.09853138309467147,0.34550347863542685,-1.8011752964677308,-0.8197668299939107,0.45420179796731747,2.808958292393823,-0.2448855724690076,1.8263044814663438,-0.24142203923530053,-0.09602903946935246,1.7935846618553781
Uniform Random,exponential,15,-1.872951612699407,-0.6365063760492735,0.7148206450698564,0.07144620419549139,-0.12143736404311417,-0.7755079417056423,-0.8446110845550705,0.3137478059839433,0.022695118904905776,0.21581739887266715,0.9297391260609165,-0.27697802651300685,0.063233206887532,0.28327063988280476,0.4350634497350938,0.015412217422217489,0.698339767279501,1.2689430682623517,-2.8257315254748567,0.453862558084939,2.377148642182143,-0.5763871211749687,1.2316455778483277,-1.4801263992160028,-0.9380083083446391,2.4344568128843083,-0.44933958355884884,-0.2623460629902334,-2.8635898443361176,-0.33129885764508293
Uniform Random,log-normal,15,0.5242100685353277,0.32425462610143124,0.44480675138416725,-0.19740402607203214,-1.973274952203006,-0.3145854493661213,-1.4480048625177873,-0.3874462141364547,0.8370502832325867,-0.6410640105024087,-0.40903899257671067,-0.17096874235820994,-0.487819199879863,0.0981875454878468,-0.33825848060924457,1.2296169499025718,-0.262662541697687,-1.269282424538339,1.2682487782140945,1.6585477107562188,-1.303780426463352,-2.942867881986585,-0.7402163483104992,-0.38119362444880683,0.45719389709534847,-2.2268712536202533,1.3677165013608343,0.9661244999258456,-1.444106013042245,0.2172819565647971
Uniform Random,normal,15,0.5204407630562178,0.4408220817850104,0.12744331297922998,-0.23913427579689067,0.22079477307171064,-0.6275078627333306,-0.06050610489582873,-0.5819298279103743,0.4243408297526705,-1.114669666353791,-0.230748676592312,-0.08121997579633015,0.3380629178765171,-0.6294024091137778,-0.3178469291075354,0.5709994226940388,1.5031294143539902,0.4772845363828502,-0.19328661357852917,0.8477903656429719,-0.25156911356266026,-2.622486608102815,0.6458422796260147,-1.492330610620652,0.5779501000435449,0.1997494008957964,-1.1641662831494104,0.4937889413764509,0.012414836118545956,-0.9115364660608407
Uniform Random,uniform,15,0.41821084121905483,-0.8500026778945297,-1.2693134730893323,-0.05866563145631365,0.397954819248318,-0.8645862628142525,-0.09975903517664757,-0.6754576565806143,-0.2270644946232412,-0.8007915761756302,-0.6660717411672488,0.33914572701441204,-0.15135967086412094,0.1488986231881993,0.8896224673989624,-1.122739974571397,0.590194260537397,1.9615731016060982,0.8488728374441545,-0.08429684161887792,0.22183555746555705,0.014254441178988681,0.3181240220254511,-0.5103342320050435,-0.1261631803639138,-0.13948212329454546,0.6508671415808706,-1.21948248574319,0.32420157982203085,0.26221671454811674
Uniform Random,uniform_plus,15,-0.6011595434992006,1.3358283732371243,-0.7980027913794476,0.05743982184283621,0.7658125093192703,-0.42654955991353083,0.12181761889994085,-0.9515050105079512,0.6167486021711303,-0.9562682390619929,-0.26030439403250805,0.11241324910391179,-0.5430935097294853,0.19084946258124366,0.1972660530628912,-0.8485604724591631,-1.6347329032503244,0.3119309760738445,2.7145193747877983,-0.3774966490003842,-1.75663945986587,0.24239577174354215,0.42560199971613233,-2.1141253375857367,0.21101429843622524,0.34482341615615336,0.3360187392002883,0.17063275092129623,0.25424673160139916,-1.6181005758349667
Watts-Strogatz small world,cauchy,15,0.8749681876904338,0.49024189910586136,-0.3051176944640171,0.5907301892250297,0.4667406994672529,-1.5070384354439523,1.086377244876111,-0.08348722850051248,0.740282139533192,1.2595014854070004,0.8630681669671686,-0.23274183640305082,-0.10264048780189372,-0.5541613211929685,-0.030278280710316723,0.8251932326928724,0.5834114831428918,-1.0184347182157334,-0.45516530580052555,0.6760064504592247,-2.4011269042880037,2.2132092622310697,0.42930988428565137,1.0240767658699554,-0.3310234575537578,2.1346117720173585,-0.3798062664617913,0.5011010492308459,0.9164144234002811,-0.5061590748341558
Watts-Strogatz small world,exponential,15,-0.24651647278910527,0.1405953320884765,-0.14215817563616864,0.8078357289554903,-1.0703242975548246,-1.410647139818371,-0.01752660834801687,-0.34957183150297644,0.4279541277004806,-0.48799227587473704,1.0631701552999162,-0.7212075362490847,-0.48045213002817605,-0.19293684007331094,-0.9932519090053239,1.0986833267653089,-1.4619128681276217,-0.1278705016384713,-0.44748240829381725,-0.689503127332365,-3.3743351314829697,-3.457948047440861,-0.2806036460671376,-0.5704273902410135,-2.3447045975319902,0.19641444612922382,0.3938186043418831,-1.0253547381122428,1.0789154739126654,-0.21493316046145206
Watts-Strogatz small world,log-normal,15,0.352132624194694,-0.1620999907507607,-0.33852605666446656,-1.1768645725993507,0.0719658614833303,0.10117376924675331,0.16637346452151586,0.6497257196099222,-0.9821020899350219,0.2359975127083437,-0.6023608772903772,-0.29598191308693556,0.7531655564757471,-0.20281156440515724,-0.3092853245056277,-1.4074511018603306,-0.8146459896416477,-1.511333662495636,3.3357945007484338,1.6477813372893348,-0.7947005661156621,-4.044643807526671,-0.788648396071963,-0.4787971712064124,1.4367527623355063,1.6300430690392709,-0.27092237761565463,0.21426235677317257,-2.2314673123592037,-1.0042429867278002
Watts-Strogatz small world,normal,15,0.544132372823381,0.8944557255418463,-0.8529046245240389,-0.8892458976349278,-0.1207457908915874,0.6933647005214342,0.09344790980094049,-0.7298230231533732,-0.045736276790588344,0.1362639686418542,0.8292236412365726,-0.577885342181033,-0.4016733323279895,-0.8361711189874362,0.9145133552611523,0.7896937789439897,-0.05235984619722243,-0.8580583216060848,0.32786170167732226,-0.23286496664320117,1.7660972143239446,2.1157900933843963,0.6068984868608928,-0.15145746406935207,-0.174753150148598,-0.7679269443883093,0.23724944325833472,-0.31658384410616847,-0.31770007000919814,0.14086061923040621
Watts-Strogatz small world,uniform,15,0.6444508531155678,0.6732115941793201,-2.2939858340996375,-0.17976130256017167,-0.005900557041701374,0.6392911204620321,0.059534529896173805,-1.1226298368439978,-0.423476074723826,-0.4384095469820231,0.9805064271376271,-0.05171697517076285,0.8183983633510065,0.4861001577061531,0.28155402260755663,0.5492801101511221,1.2236117546014844,0.2784537768957382,0.2123055778919081,2.3664992209902516,2.876965171340594,-1.0988165715425693,0.6137129505835475,-1.1403778066980121,0.3226724012365062,0.3000916410423426,0.3563202043154007,0.009071212635338638,0.07573116793656864,0.10208876726850546
Watts-Strogatz small world,uniform_plus,15,0.41963566086824855,0.12325258513401813,-0.9779185773085745,0.42120916391425245,-0.03837851674873662,0.2056465549806204,1.2917792376406891,0.09649678321445229,0.4323289605317666,0.1685406488551685,0.5165845724621809,-0.3442168467088037,0.0550824924684367,-0.237266764451263,0.0225170584297857,-0.767339813758452,0.05005542681561298,0.25703156084944645,-0.5363451049566873,0.6350157253145553,1.1218446813707,-1.4132608708768495,-1.6513508145940825,0.4155801955358448,-0.4418113807594127,-0.7557445686974535,0.41376827677534483,-0.7573563575279196,0.15397410546387652,0.7955504869591462
