graph_type,weight_type,depth,median_beta_0,median_beta_1,median_beta_10,median_beta_11,median_beta_12,median_beta_2,median_beta_3,median_beta_4,median_beta_5,median_beta_6,median_beta_7,median_beta_8,median_beta_9,median_gamma_0,median_gamma_1,median_gamma_10,median_gamma_11,median_gamma_12,median_gamma_2,median_gamma_3,median_gamma_4,median_gamma_5,median_gamma_6,median_gamma_7,median_gamma_8,median_gamma_9
4-Regular Graph,uniform,13,0.831875295031943,-0.4685946200757053,-0.17592841747919258,-0.07933857989557522,0.05433425480073957,-0.36505533277173985,0.2490186305808842,-0.46526539873045164,-0.8367038568817746,-0.2372234056861645,-0.2256474257393225,0.6920156566889784,1.4749537838962268,0.03823681889814476,1.1226268953168692,-2.4588721696241564,-0.5431142143182104,3.0078571652939265,0.011565161349521014,0.12521464108006808,-0.8748903260070753,0.33350801926491297,0.7883623059225066,0.30128665367057217,-1.2616327358028068,2.8288780621884966
4-Regular Graph,uniform_plus,13,0.9610506164740447,1.4034693550482373,0.030831231920981444,-0.5722839372749539,-0.7355256537160257,1.1365217684573008,0.010109701612502499,-0.337129620711207,0.40372754766608787,0.005039945249100619,0.25354574370179117,0.3983739377775334,-0.2022640316313906,-0.7343939533318995,-1.1903235640805288,-2.0086702747533702,-2.524134080797234,-0.16882217227533428,-0.7369162519640857,-0.5009441418291644,0.8159305241702405,-0.01826944788223106,1.9895700494485986,0.10355790020835502,0.387110900470706,-0.45146210855735003
Geometric,cauchy,13,0.4331288220629137,-0.41193646201136364,0.3592564581184417,0.3264505695812368,-0.11588303075701273,0.5738205515858662,0.19904003773968734,1.2879847637337427,0.7357099360461,0.17609204876392268,0.9068513518271614,0.8394173501721456,0.19241140821995945,1.092779422618815,-0.5677533463631707,0.9773067407385765,1.5394292854701643,0.08077840340596172,-0.5789962700639459,1.7768826177841004,-1.812178556702662,0.9488550193631715,-0.801772843340586,-1.2118472816739332,2.2317881845854934,1.212130642723032
Geometric,exponential,13,0.07010670135995715,-0.5039319864015945,-1.2713129084943684,-0.03007978235879269,1.5158285736334642,0.11729090737627391,0.2639987911262788,0.10180916005463816,0.31275163717082183,-0.38247152528390105,-0.236076228548675,0.07382899850379729,0.6655027542140349,0.8134191226083611,0.2507392562188518,-1.4122214249009488,0.8314022801260837,0.24452573526364896,-1.9979712653892392,0.6849904338347252,0.9742153523343571,0.9897607376865639,1.8159882235910914,1.667387926803049,-1.8596731162036209,-0.2837091599634113
Geometric,log-normal,13,1.2155570176973247,-1.1637482157152153,-0.14572049308336954,0.0437447422156037,-0.06004124699324742,0.3236699074431802,-1.5060871694571847,0.46791895624257973,-0.7083926997788961,-0.1448034780857787,-0.9524254157733533,0.8059511381228427,-1.3204909877394,1.4925493799125176,-0.8812170108047956,-0.4935042501984231,-4.283902954893211,0.3412093269189652,1.89285493417141,-2.5950204201727094,-0.8092329594517508,-0.8703073880165109,2.594618371724082,-0.49572874838446335,0.2743712320064434,2.4437611913057062
Geometric,normal,13,-1.0083200876079705,-0.2450985977419656,0.8194676384173492,0.614236176555143,0.9689041968801899,-0.5060655575086846,0.21111370037187857,0.30237531342716195,0.2461670349242551,0.151407694491082,-0.3562213607570724,0.9805415920360165,-0.6644992760587162,0.17256382180058946,-0.3312996791978345,-0.13789900089457768,0.3836564964287679,-0.2767361063060858,-1.162172257464223,-0.6727783069366937,0.44276262709304487,1.562630476896583,-1.0591963176839974,-0.5119762017927876,0.22150661964820575,1.771969976541968
Geometric,uniform,13,-0.4436530259813369,-0.031749801672181936,-0.7272980363401705,-0.6238560553623332,0.710935463780955,0.747630214259972,0.15771734430192813,-1.299635168932395,-0.8267301591169658,-1.023464227769941,-0.1503406061981612,0.1506529754585674,-0.1425249528364555,1.166659804241095,-1.700120821129187,-1.7404261951956037,2.5526898277706285,-0.03526096073624671,-1.364732987464785,0.03360311954262754,0.5544682930944869,1.79931592183041,-0.8228620772190834,0.5491613476419028,0.4890115550634271,-0.14835973124230648
Geometric,uniform_plus,13,0.8695592643451127,0.5396335619266219,-0.07667675535351855,-0.5722017604808352,-0.40435514723988003,0.47709387722599594,0.5863428517209639,0.3249953184332033,0.4949745691381199,-0.08708302585898421,-1.3080730048343006,1.6120319777364993,-0.6995954086263642,0.648701169275953,-0.7780496188906136,-0.17086085462190087,0.292368661067254,1.482462528436077,1.5313563669150978,-0.5278949107946921,0.9746266916071236,-0.3131577833979726,-1.600737721849205,-0.9436738839679799,0.26574928905654704,0.7753693005218706
Nearly Complete BiPartite,cauchy,13,-0.3503146131560003,0.37673651958093046,-0.7063626022251077,0.09997696644875936,0.09683246412348036,0.3430462158953622,-0.21384200474333925,0.27172800913635503,-0.6507119104314126,-1.0403753438883596,-0.633569727671523,1.1767933470924035,0.18764593232485396,0.6611943494832907,0.8212966517615737,0.37503891496790676,1.6092119731087147,-0.2963654697101148,1.5412474953913293,1.1447821461764975,1.301422767145504,0.9565067172367383,0.16181348227790857,0.7399843422957434,-0.7840587837064752,1.1899225652063636
Nearly Complete BiPartite,exponential,13,-0.24396209080674525,-0.7962448488242834,1.484135306136195,0.36894779334800454,0.08422441378841501,1.112244666322381,0.3724068802323403,-0.15700971791169688,1.0549145059454899,0.3647596778699776,-0.21457824960359603,-0.30564676787587836,1.0376490617010907,0.9876494908104946,2.0979129155462317,3.125479495105626,-1.0752483964986221,-0.0033297869337903458,-1.5558997534671681,0.4381780974249237,-1.791424936665054,0.285388326104369,0.176156908226141,2.043858779701647,-1.5278176480990384,1.2719278147783208
Nearly Complete BiPartite,log-normal,13,0.9853509856279672,0.5376251061821422,-0.30769875289443915,0.0655023872814274,1.066297181393768,-0.6535170330833897,-1.6634994821430722,-0.2542215847540338,-0.3327990166199793,-0.051030240898101875,-0.7717803137583717,-0.12710589162804614,0.03701817153868988,0.8716023074238843,-0.5489461816822787,-0.6659334620997152,0.36246113672898755,-3.787645760931215,0.9769026617055725,-1.2989531291478087,-2.322103824927584,-1.7616201714991502,-2.506727904718425,0.2315134434398152,-2.86392895787939,1.0188444488333261
Nearly Complete BiPartite,normal,13,0.9468470149129697,0.1740512954241934,-0.2047904315392325,-0.3312590829807426,-1.700129619540819,0.6185436266843835,-0.771163819042229,-0.008513185298767607,-0.7670730920825328,-0.23524336652008115,-1.2907463045641734,-1.3732814402686084,-0.14251594328958428,0.6038128371856535,0.9696430362043214,-1.010492522639112,-0.00955209533650958,-0.8121015598547281,0.3929052100704594,-0.4204271148175112,-1.8436284442860862,1.648186056551999,-0.8718060571974668,-0.35682137601436403,0.6568266755216526,-1.2915995605961657
Nearly Complete BiPartite,uniform,13,-0.013452896550617936,0.2120690262347908,-0.7151754687773816,-0.07350203199215163,-0.06088439688014437,-0.8070067693821406,1.2170261998839789,-1.5649151521870985,-0.06479031885225651,-0.23218473773762466,0.10218439753742595,0.8304596719137881,0.33617797035942937,-0.6171204914867887,1.118738866460451,-1.0375549517687768,0.7166781630079375,-1.0285293759066203,-0.44786114970100444,-1.346742284632437,-0.9469162178115162,-0.12338624849558374,0.3118796808758456,1.3523797845555308,0.348400781456424,0.018157334029503147
Nearly Complete BiPartite,uniform_plus,13,-0.862755403923786,0.5680605542186797,0.6140367796326007,0.39516499686709733,-1.1762482801298941,-0.8663525056941379,0.12350661679342363,1.4636780793215005,1.364090556187074,-0.8089568461800661,-0.7578798123311883,-0.689418180034687,1.2484030155362746,0.4197390214068513,-0.3143154456905796,0.41409688191271254,1.17183349824297,-2.32326130150948,-0.3235205231499878,-1.1238794882543406,0.40134924669169647,0.4012255325849687,-0.8255015169762323,0.20731676499063315,0.16361503332991695,-0.7266560542778812
Power Law Tree,cauchy,13,1.1005455479134447,0.8124709134049567,0.509416017089318,-1.3469206367375361,0.17109443617645748,-0.1890283930536243,0.6997327024389267,-0.09443621121723497,0.3553040239385996,-0.7287749000674785,1.2871366432156617,0.2730072448624123,0.3979617894249043,1.6728226804636273,-0.2824557502698246,-1.4289851761394758,-1.7728424707820671,0.7785910546631896,1.6888839187645808,0.21302502215413407,-1.2175918478669996,0.1679207592557906,-1.0857823485384395,-0.0076846881375326375,1.4931304438590562,3.735540837460492
Power Law Tree,exponential,13,0.9669888530063783,0.8700445522845656,-1.5533359585825999,-0.17915254336669764,-0.44213494719653496,0.41372011023529126,0.7320667151246154,0.030883093648152855,-0.3394756588438003,-0.889662361504448,-0.33623789287098793,-0.08140415951201312,-1.07615622905019,-1.1265413316161934,-1.3640592573842596,5.341640414880266,-0.5739739071369261,1.8942164836731323,-1.067934625005802,-0.5569978771802464,-1.943008732907748,-1.6930791417718158,-1.2882599546161546,0.42826758717793073,-2.5806893842739047,1.4837336696166843
Power Law Tree,log-normal,13,0.45123039110249985,-0.27473863949637534,-0.6207450155605656,-0.0002466896802767356,0.1528128563745653,-1.0803542556521633,-0.23775321149319417,0.327786187069031,0.2543666277012127,-0.09906572935721432,1.154970467552884,-1.6175246601696205,-0.31417611834743386,-1.4667302956462587,2.2879234647635402,-0.1636946933429705,-1.9380874653148352,0.107964531970981,-2.039934910770258,0.02453051228056989,0.4446380917534735,0.15557835005465523,-2.077159090461656,2.8239970673883064,0.6883282288949805,-0.38892936443270265
Power Law Tree,normal,13,0.11942003125405325,1.0479023596063448,0.1870371524842155,-0.16716958714096436,-1.4559018907801393,-0.518999189179072,-0.41665253283182274,-1.3080772554706246,0.5117144916572026,-0.6406352318219339,-0.4176380425474621,0.25761060336526187,0.2348263517012265,1.5839016657583496,2.040394515032968,0.5508576996908057,-1.273220647903133,1.7627580907876157,-1.033449608360291,-0.6726270602195368,3.270497940494254,-2.270669279752325,-1.69500917223268,2.71598518726771,-2.8460071236319915,1.3504712486932182
Power Law Tree,uniform,13,-0.6624155071357304,-0.28701051025325497,-1.2547778784146346,-0.1702179169977312,0.07357327803082583,0.6803209286345084,-0.35999312603295547,-0.7639997537560608,0.8636647021431221,0.7590427917029925,-0.07717676932486917,-0.5948781177708726,-0.11018133034037775,1.974033868572694,-1.5305760359113014,-0.5129222615094404,-0.4554128576611264,0.34811485353254984,-0.2907948736100555,-0.3831516008634942,-2.111918651953222,1.1503436809139318,1.8084771528065045,-2.921604083086815,-0.9854455771844247,0.3390457490894103
Power Law Tree,uniform_plus,13,0.08220850700289314,-0.6248385753277025,0.7563985112702631,0.1268041284539607,-0.019836573722179503,1.6219414839243227,-1.0233874602263189,-1.5496960594897353,-0.7177661623447696,-0.8391002139435492,0.142991369336701,-0.312805187326725,1.436972256660094,-1.1873722390215544,-0.39471755538521136,0.964378241226572,-1.5493156062629794,2.0357659553758856,-2.3031402211313647,0.6086066670377455,-0.8889144018566756,-2.76237624266769,0.3558397004087237,-0.4244440911712485,1.3552563758896896,-0.3671544284936271
Uniform Random,cauchy,13,0.5756307730416592,1.1844598074375812,-0.06127646147265753,1.2269213520526694,0.08856447267556923,0.5676134407704037,-0.401751696665555,-0.13835811325786435,0.9884653125086742,0.04950516394523297,-0.07899709446591933,0.15004204664290635,-1.1057225003772735,0.6419742911886942,-1.4845606580571515,1.2418164295649978,1.8975254826368806,1.1575882480876827,-1.5351712662673467,0.23887831976321905,-1.3149163114636218,-0.6174654104451428,0.9509818036640891,-0.7852349377391215,1.4365248147355343,-0.12820512171789203
Uniform Random,exponential,13,1.2953482067522892,0.4940616559304678,-0.8703319451549936,0.16131264144826013,1.2626694022663767,0.9436200004878748,-0.8055591024176484,0.5519464747397571,0.07119212135590154,0.8791069939266557,0.06372588406585061,-0.4731713062573095,-0.8203807346658105,0.2503058456563733,1.3103109274419833,3.1818960839463157,-1.7100729510540431,-0.05431236742182083,2.4215888110754578,3.2644926197337556,3.718791832775861,-0.6589959318228996,3.4731234443645214,0.9726132013243547,1.1617615916738484,2.3082540529327913
Uniform Random,log-normal,13,0.9160631766269715,-1.1564218627700031,0.1551482807152825,-1.1391462282428,0.6642692424058071,1.1665728839817389,-0.465531855152009,-1.4093231285044368,0.18609894762556353,-0.5029533156979147,-0.42490619346491704,0.3459259425292158,1.2003675210615288,-1.7805170413715765,1.0159915287510113,-3.871646936858051,-0.18553610807750281,-3.490274226571062,0.24303409541471482,0.6905543766745691,-1.0425791935487483,2.5815051312769,1.7726850973495754,2.111125127210144,-0.09215566599475714,-2.4678704132653584
Uniform Random,normal,13,0.05838071337832352,-1.227218745727776,1.4335009294972203,-0.224175183755101,0.10153639137656768,0.23349215835781575,0.31354403644404305,-0.9720764567504311,-0.7144398475183816,-0.5429703513790882,1.3764448998651388,0.19941416745230572,-0.40271361372594094,-0.6968156909513497,-0.6779625933689157,0.35743160143569275,-1.317508214196413,2.380118009951076,0.6127893716220573,-0.39004684672115,0.49277548877473576,-1.220111482187191,0.20120049495889974,-0.838083952536763,0.6120918923358841,0.21363134706374215
Uniform Random,uniform,13,-0.07538333745650622,1.5105175492862792,0.021225039965471596,-0.4074600626022119,0.31647053187403357,-0.0013585338277818776,-0.49534011046439,-0.31941097309443767,1.1567660085663363,-0.3333256614520621,-0.18310764465406623,0.45916571756568914,0.5848841926653183,0.6952283708342865,1.8076229057580748,-0.19663514156961187,-0.01772196635144935,2.457502720643235,1.7500777149876707,-1.0568597638179762,-0.6518180710941903,-0.9170222579726548,0.39021946979382965,-1.0494403251734141,-1.428332323374163,-0.8264784560280702
Uniform Random,uniform_plus,13,-0.32684549232850824,0.04123985825751393,-0.4162267595511436,0.12157489870612442,-0.41709757524513974,-1.131696987814988,-0.2477253098857902,-0.2747897634657234,0.5323949251875164,0.17845422261968216,0.9921819016674693,1.9848171077916708,-1.2926973280870817,0.03366734552408501,-0.35564749462585377,2.238549668233426,-0.1559948035060719,-0.791016424286467,-0.12820790471176885,-1.4851830808179702,0.8392729833053134,0.1300262151761237,-0.4947238490792537,0.38315202949427885,0.09302421083937684,-0.07465865298459742
Watts-Strogatz small world,cauchy,13,1.0438458227704135,0.33826884525878553,1.4980482709631164,-0.18569338716238334,0.06562185458849755,-0.5351753060927908,0.5992973860637133,0.10669690312198336,0.3934089990313706,1.2423370084810017,0.5011119093112244,-0.5991327317473689,0.16196462472350762,0.6701348800373655,-1.4431925264810204,2.4325477254802306,0.6823942408339663,0.012681736717879116,-0.4211730320627779,0.7667475679012086,-0.3481494428347142,-1.0699863743158247,-1.4017113718051033,1.1607791020334295,-0.23715495438763626,0.5532378660576406
Watts-Strogatz small world,exponential,13,-0.1935378238433261,-0.14537228319533035,-0.8784223768861688,0.14650787243331598,-0.29514168608492186,1.0978432113617471,-0.2997049931375033,0.09756873300231612,-1.2146764881828438,-0.22623763002345068,0.1132431889193301,0.1640901376068246,-0.15143912657560543,1.3426189308366896,1.6353470886858803,-0.5552128833498324,-3.3066915956440006,-0.35126920302342607,2.606702726214651,0.43976242138825244,0.017416078377196137,3.619260116882228,-0.5359993892853796,1.7778170449532447,-2.665963894867402,-2.200830355342447
Watts-Strogatz small world,log-normal,13,1.305893574536348,-1.0606845013931752,0.1397287688813894,-1.4236749236395143,0.11276274245174986,0.888287473178784,0.12460672103368337,-0.8520799910436719,-0.754728601554305,-0.34574340062445263,0.5324476032984746,-1.494598373361152,-0.6999726380735225,-1.093423870013054,-0.37573857759487994,-2.4874573906130726,-3.2649480503871655,1.862057077828568,0.5794631689190801,-1.4855342463128804,0.36998247900891856,0.31042928111028584,0.24540770662347125,-1.277990518835005,0.07469671491513434,0.964640894422515
Watts-Strogatz small world,normal,13,0.5444428827425783,-0.002334902666844019,0.016645288724213614,1.8721785542661127,0.7833072980694712,1.2495754631560407,-1.3028550975725515,-1.187023009021841,0.5358016407540576,0.03613593676959703,-0.2381289432732846,-0.5477132567217282,-0.12020859786582211,0.6918261396030422,0.8039548035138706,-0.5731353687434326,0.4612310105996866,-0.20372118466789574,-1.719108582987263,0.5229693032306417,-1.919117824508431,0.19526294772869338,1.3232658402070054,-0.5558178242409589,-1.5018324210009584,-0.31247437596721106
Watts-Strogatz small world,uniform,13,-0.5932552593381426,-0.0929577124114593,0.06194680756525123,-0.14634525537671983,0.07998034510730649,0.0721599822656776,-0.08227457487978546,-0.417368972137873,-1.2119995129553454,-0.09903666293511791,-0.23463781930127717,0.3049387109259236,-0.38467538583472954,0.836127239667825,-0.5454249519883447,-0.04067022651223799,2.031013460851359,0.2842182123763848,0.7020994199010376,-1.1542108061427898,0.07173272121392273,-0.05029008911582002,1.6836564935471774,-1.505824641189181,0.38557452551115734,0.343929451159661
Watts-Strogatz small world,uniform_plus,13,0.2297052270947976,0.12403426704980249,-0.4760509532525009,-0.022181468262486244,0.38198195545256236,0.11618550771469507,0.6776146127928494,0.668620639405891,-0.304249926499754,0.09757523576835234,0.4046576793906619,0.03965002487200442,-0.008518999456940207,-0.6762567827441599,-1.209274463340031,0.13329115677513287,0.4417590094976014,-0.18846816804744576,0.1649710431330842,0.2263967138899654,0.6661465028701578,1.1512016646405963,1.9958264483751906,0.17963957204468456,0.06251864854430778,0.23843726830781442
